time_step,method,vehicle_id,position,battery,busy,remaining_duration,idle_time
0,Greedy,V1,"(98, 36)",50.0,False,0.0,0.0
0,Greedy,V2,"(52, 13)",62.0,False,0.0,0.0
0,Greedy,V3,"(88, 83)",59.0,False,0.0,0.0
0,Greedy,V4,"(50, 85)",68.0,False,0.0,0.0
0,Greedy,V5,"(85, 43)",59.0,False,0.0,0.0
0,Greedy,V6,"(100, 78)",71.0,False,0.0,0.0
0,Greedy,V7,"(43, 18)",99.0,False,0.0,0.0
0,Greedy,V8,"(62, 56)",91.0,False,0.0,0.0
0,Greedy,V9,"(81, 22)",87.0,False,0.0,0.0
0,Greedy,V10,"(80, 34)",78.0,False,0.0,0.0
0,Auction,V1,"(98, 36)",50.0,False,0.0,0.0
0,Auction,V2,"(52, 13)",62.0,False,0.0,0.0
0,Auction,V3,"(88, 83)",59.0,False,0.0,0.0
0,Auction,V4,"(50, 85)",68.0,False,0.0,0.0
0,Auction,V5,"(85, 43)",59.0,False,0.0,0.0
0,Auction,V6,"(100, 78)",71.0,False,0.0,0.0
0,Auction,V7,"(43, 18)",99.0,False,0.0,0.0
0,Auction,V8,"(62, 56)",91.0,False,0.0,0.0
0,Auction,V9,"(81, 22)",87.0,False,0.0,0.0
0,Auction,V10,"(80, 34)",78.0,False,0.0,0.0
0,Q-Learning,V1,"(98, 36)",50.0,False,0.0,0.0
0,Q-Learning,V2,"(52, 13)",62.0,False,0.0,0.0
0,Q-Learning,V3,"(88, 83)",59.0,False,0.0,0.0
0,Q-Learning,V4,"(50, 85)",68.0,False,0.0,0.0
0,Q-Learning,V5,"(85, 43)",59.0,False,0.0,0.0
0,Q-Learning,V6,"(100, 78)",71.0,False,0.0,0.0
0,Q-Learning,V7,"(43, 18)",99.0,False,0.0,0.0
0,Q-Learning,V8,"(62, 56)",91.0,False,0.0,0.0
0,Q-Learning,V9,"(81, 22)",87.0,False,0.0,0.0
0,Q-Learning,V10,"(80, 34)",78.0,False,0.0,0.0
1,Greedy,V1,"(98, 36)",6.200000000000003,True,43.8,1.0
1,Greedy,V2,"(52, 13)",42.86635075750128,True,19.13364924249872,1.0
1,Greedy,V3,"(88, 83)",46.285714285714285,True,12.714285714285714,1.0
1,Greedy,V4,"(50, 85)",34.7931668827289,True,33.2068331172711,1.0
1,Greedy,V5,"(85, 43)",37.246429299994205,True,21.7535707000058,1.0
1,Greedy,V6,"(100, 78)",37.16057182377227,True,33.83942817622773,1.0
1,Greedy,V7,"(43, 18)",83.27385057520078,True,15.726149424799225,1.0
1,Greedy,V8,"(62, 56)",60.2,True,30.8,1.0
1,Greedy,V9,"(81, 22)",73.37360338416426,True,13.626396615835748,1.0
1,Greedy,V10,"(80, 34)",57.887626393035916,True,20.112373606964084,1.0
1,Auction,V1,"(5, 58)",19.88665387746039,True,30.11334612253961,1.0
1,Auction,V2,"(62, 95)",23.674061785968306,True,38.325938214031694,1.0
1,Auction,V3,"(91, 87)",46.285714285714285,True,12.714285714285714,1.0
1,Auction,V4,"(62, 80)",37.66666666666667,True,30.333333333333332,1.0
1,Auction,V5,"(28, 60)",15.129727642036947,True,43.87027235796305,1.0
1,Auction,V6,"(84, 78)",52.66666666666667,True,18.333333333333332,1.0
1,Auction,V7,"(38, 29)",83.27385057520078,True,15.726149424799225,1.0
1,Auction,V8,"(64, 67)",74.76393202250021,True,16.23606797749979,1.0
1,Auction,V9,"(94, 9)",73.37360338416426,True,13.626396615835748,1.0
1,Auction,V10,"(85, 92)",41.297480281448074,True,36.702519718551926,1.0
1,Q-Learning,V1,"(62, 95)",8.17683104349802,True,41.82316895650198,1.0
1,Q-Learning,V2,"(94, 9)",45.72624422256776,True,16.273755777432246,1.0
1,Q-Learning,V3,"(85, 92)",30.644738145642123,True,28.355261854357877,1.0
1,Q-Learning,V4,"(62, 80)",37.66666666666667,True,30.333333333333332,1.0
1,Q-Learning,V5,"(84, 78)",37.246429299994205,True,21.7535707000058,1.0
1,Q-Learning,V6,"(91, 87)",54.757359312880716,True,16.242640687119284,1.0
1,Q-Learning,V7,"(38, 29)",83.27385057520078,True,15.726149424799225,1.0
1,Q-Learning,V8,"(64, 67)",74.76393202250021,True,16.23606797749979,1.0
1,Q-Learning,V9,"(5, 58)",63.98640226192649,True,23.013597738073507,1.0
1,Q-Learning,V10,"(28, 60)",39.31037209750091,True,38.68962790249909,1.0
2,Greedy,V1,"(98, 36)",6.200000000000003,True,42.8,1.0
2,Greedy,V2,"(52, 13)",42.86635075750128,True,18.13364924249872,1.0
2,Greedy,V3,"(88, 83)",46.285714285714285,True,11.714285714285714,1.0
2,Greedy,V4,"(50, 85)",34.7931668827289,True,32.2068331172711,1.0
2,Greedy,V5,"(85, 43)",37.246429299994205,True,20.7535707000058,1.0
2,Greedy,V6,"(100, 78)",37.16057182377227,True,32.83942817622773,1.0
2,Greedy,V7,"(43, 18)",83.27385057520078,True,14.726149424799225,1.0
2,Greedy,V8,"(62, 56)",60.2,True,29.8,1.0
2,Greedy,V9,"(81, 22)",73.37360338416426,True,12.626396615835748,1.0
2,Greedy,V10,"(80, 34)",57.887626393035916,True,19.112373606964084,1.0
2,Auction,V1,"(5, 58)",19.88665387746039,True,29.11334612253961,1.0
2,Auction,V2,"(62, 95)",23.674061785968306,True,37.325938214031694,1.0
2,Auction,V3,"(91, 87)",46.285714285714285,True,11.714285714285714,1.0
2,Auction,V4,"(62, 80)",37.66666666666667,True,29.333333333333332,1.0
2,Auction,V5,"(28, 60)",15.129727642036947,True,42.87027235796305,1.0
2,Auction,V6,"(84, 78)",52.66666666666667,True,17.333333333333332,1.0
2,Auction,V7,"(38, 29)",83.27385057520078,True,14.726149424799225,1.0
2,Auction,V8,"(64, 67)",74.76393202250021,True,15.23606797749979,1.0
2,Auction,V9,"(94, 9)",73.37360338416426,True,12.626396615835748,1.0
2,Auction,V10,"(85, 92)",41.297480281448074,True,35.702519718551926,1.0
2,Q-Learning,V1,"(62, 95)",8.17683104349802,True,40.82316895650198,1.0
2,Q-Learning,V2,"(94, 9)",45.72624422256776,True,15.273755777432246,1.0
