task_id,task_duration,travel_time,engagement_time,normalized_engagement_time,energy_consumed
T5,19.0,4.512205669071391,23.512205669071392,1.2374845088984943,23.512205669071392
T7,12.0,1.9525624189766635,13.952562418976663,1.162713534914722,13.952562418976663
T3,14.0,2.8635642126552705,16.86356421265527,1.204540300903948,16.86356421265527
T10,24.0,1.536590742882148,25.536590742882147,1.0640246142867562,25.536590742882147
T4,10.0,3.736308338453881,13.736308338453881,1.3736308338453882,13.736308338453881
T1,28.0,2.290614236454256,30.290614236454257,1.0818076513019377,30.290614236454257
T2,26.0,7.246766520317872,33.24676652031787,1.278721789242995,33.24676652031787
T8,12.0,2.5059928172283334,14.505992817228334,1.2088327347690278,14.505992817228334
T6,16.0,7.602631123499284,23.602631123499286,1.4751644452187054,23.602631123499286
T9,28.0,5.882176467941097,33.88217646794109,1.2100777309978963,33.88217646794109
E3,15.0,10.770329614269007,25.77032961426901,1.7180219742846006,25.77032961426901
E4,12.0,9.410765112359355,21.410765112359357,1.7842304260299464,21.410765112359357
E1,15.0,6.7082039324993685,21.70820393249937,1.4472135954999579,21.70820393249937
E5,16.0,9.718538984847466,25.718538984847466,1.6074086865529666,25.718538984847466
E2,29.0,8.772684879784524,37.77268487978452,1.3025063751649835,37.77268487978452
E6,15.0,14.601369798755183,29.601369798755183,1.9734246532503454,29.601369798755183
E10,24.0,7.68295371441074,31.68295371441074,1.3201230714337808,31.68295371441074
E7,24.0,2.634059909139933,26.634059909139932,1.1097524962141638,26.634059909139932
E8,20.0,21.795412361320444,41.795412361320444,2.089770618066022,41.795412361320444
E11,16.0,1.6007810593582121,17.600781059358212,1.1000488162098883,17.600781059358212
E9,30.0,13.4837865601618,43.4837865601618,1.4494595520053934,43.4837865601618
E12,12.0,12.899612397277679,24.89961239727768,2.07496769977314,24.89961239727768
E13,25.0,4.770744176750625,29.770744176750625,1.190829767070025,29.770744176750625
E14,19.0,4.308131845707603,23.308131845707603,1.2267437813530317,23.308131845707603
E18,11.0,0.2795084971874737,11.279508497187473,1.0254098633806794,11.279508497187473
E22,11.0,7.028162044830431,18.02816204483043,1.638923822257312,18.02816204483043
E28,13.0,0.0,13.0,1.0,13.0
E17,16.0,6.760177512462228,22.760177512462228,1.4225110945288892,22.760177512462228
