task_id,task_duration,travel_time,engagement_time,normalized_engagement_time,energy_consumed
T1,13.0,0.8958064164776166,13.895806416477617,1.0689081858828937,13.895806416477617
T4,17.0,1.2206555615733703,18.22065556157337,1.0718032683278453,18.22065556157337
T6,25.0,1.3170777796132696,26.31707777961327,1.052683111184531,26.31707777961327
T8,25.0,1.1600340565456166,26.160034056545616,1.0464013622618247,26.160034056545616
T10,27.0,2.813959371941744,29.813959371941746,1.104220717479324,29.813959371941746
T3,11.0,1.617802197617893,12.617802197617893,1.1470729270561721,12.617802197617893
T7,19.0,4.9216076867444665,23.921607686744466,1.2590319835128667,23.921607686744466
T2,20.0,4.418144406874904,24.418144406874905,1.2209072203437452,24.418144406874905
T9,23.0,8.77147510457643,31.77147510457643,1.3813684828076709,31.77147510457643
T5,26.0,13.4892549831338,39.4892549831338,1.5188174993513,39.4892549831338
D3,12.0,2.0030840419244385,14.003084041924438,1.1669236701603698,14.003084041924438
D7,11.0,1.3005222123021807,12.30052221230218,1.118229292027471,12.30052221230218
D5,14.0,4.205948168962618,18.205948168962617,1.3004248692116156,18.205948168962617
D6,20.0,2.1921577396609844,22.192157739660985,1.1096078869830492,22.192157739660985
D10,17.0,0.5099019513592784,17.50990195135928,1.0299942324328988,17.50990195135928
D2,22.0,0.9938079899999066,22.993807989999908,1.0451730904545413,22.993807989999908
D8,20.0,1.5595187608464665,21.559518760846466,1.0779759380423233,21.559518760846466
D4,14.0,4.435478484645722,18.43547848464572,1.3168198917604086,18.43547848464572
D13,19.0,2.23330569358242,21.23330569358242,1.1175424049253906,21.23330569358242
D1,26.0,9.748887953327324,35.748887953327326,1.3749572289741279,35.748887953327326
D12,30.0,2.729281882077543,32.729281882077544,1.0909760627359182,32.729281882077544
D9,18.0,2.692582403567252,20.69258240356725,1.1495879113092917,20.69258240356725
D14,24.0,4.992995093127972,28.992995093127973,1.2080414622136655,28.992995093127973
D15,23.0,4.740487551109298,27.740487551109297,1.2061081543960563,27.740487551109297
D21,28.0,1.6024672335395507,29.60246723353955,1.0572309726264124,29.60246723353955
D17,15.0,3.04138126514911,18.04138126514911,1.2027587510099407,18.04138126514911
D33,12.0,3.6168539717634753,15.616853971763476,1.3014044976469563,15.616853971763476
D35,10.0,2.2587697572631282,12.258769757263128,1.2258769757263128,12.258769757263128
D28,19.0,0.894427190999916,19.894427190999917,1.0470751153157851,19.894427190999917
D24,12.0,0.8333333333333334,12.833333333333334,1.0694444444444444,12.833333333333334
D36,10.0,3.574284572341944,13.574284572341945,1.3574284572341946,13.574284572341945
