time_step,method,task_id,position,urgency,duration
0,Greedy,T1,"(1, 44)",8,18.0
0,Greedy,T2,"(45, 25)",3,14.0
0,Greedy,T3,"(17, 42)",5,14.0
0,Greedy,T4,"(79, 61)",4,23.0
0,Greedy,T5,"(57, 72)",3,19.0
0,Greedy,T6,"(80, 96)",10,14.0
0,Greedy,T7,"(31, 74)",8,16.0
0,Greedy,T8,"(24, 58)",9,22.0
0,Greedy,T9,"(69, 62)",9,17.0
0,Greedy,T10,"(64, 84)",2,25.0
0,Auction,T1,"(1, 44)",8,18.0
0,Auction,T2,"(45, 25)",3,14.0
0,Auction,T3,"(17, 42)",5,14.0
0,Auction,T4,"(79, 61)",4,23.0
0,Auction,T5,"(57, 72)",3,19.0
0,Auction,T6,"(80, 96)",10,14.0
0,Auction,T7,"(31, 74)",8,16.0
0,Auction,T8,"(24, 58)",9,22.0
0,Auction,T9,"(69, 62)",9,17.0
0,Auction,T10,"(64, 84)",2,25.0
0,Q-Learning,T1,"(1, 44)",8,18.0
0,Q-Learning,T2,"(45, 25)",3,14.0
0,Q-Learning,T3,"(17, 42)",5,14.0
0,Q-Learning,T4,"(79, 61)",4,23.0
0,Q-Learning,T5,"(57, 72)",3,19.0
0,Q-Learning,T6,"(80, 96)",10,14.0
0,Q-Learning,T7,"(31, 74)",8,16.0
0,Q-Learning,T8,"(24, 58)",9,22.0
0,Q-Learning,T9,"(69, 62)",9,17.0
0,Q-Learning,T10,"(64, 84)",2,25.0
1,Greedy,T10,"(64, 84)",3,25.0
1,Auction,T10,"(64, 84)",3,25.0
1,Q-Learning,D1,"(10, 79)",7,14.0
2,Greedy,T10,"(64, 84)",4,25.0
2,Auction,T10,"(64, 84)",4,25.0
2,Q-Learning,D1,"(10, 79)",8,14.0
3,Greedy,T10,"(64, 84)",5,25.0
3,Greedy,D2,"(16, 55)",9,13.0
3,Auction,T10,"(64, 84)",5,25.0
3,Auction,D2,"(16, 55)",9,13.0
3,Q-Learning,D1,"(10, 79)",9,14.0
3,Q-Learning,D2,"(16, 55)",9,13.0
4,Greedy,T10,"(64, 84)",6,25.0
4,Greedy,D2,"(16, 55)",10,13.0
4,Greedy,D3,"(98, 43)",9,21.0
4,Auction,T10,"(64, 84)",6,25.0
4,Auction,D2,"(16, 55)",10,13.0
4,Auction,D3,"(98, 43)",9,21.0
4,Q-Learning,D1,"(10, 79)",10,14.0
4,Q-Learning,D2,"(16, 55)",10,13.0
4,Q-Learning,D3,"(98, 43)",9,21.0
5,Greedy,T10,"(64, 84)",7,25.0
5,Greedy,D2,"(16, 55)",11,13.0
5,Greedy,D3,"(98, 43)",10,21.0
5,Auction,T10,"(64, 84)",7,25.0
5,Auction,D2,"(16, 55)",11,13.0
5,Auction,D3,"(98, 43)",10,21.0
5,Q-Learning,D1,"(10, 79)",11,14.0
5,Q-Learning,D2,"(16, 55)",11,13.0
5,Q-Learning,D3,"(98, 43)",10,21.0
