time_step,method,task_id,position,urgency,duration
0,Greedy,T1,"(9, 0)",9,14.0
0,Greedy,T2,"(12, 12)",5,26.0
0,Greedy,T3,"(22, 29)",9,30.0
0,Greedy,T4,"(31, 62)",1,29.0
0,Greedy,T5,"(41, 80)",2,29.0
0,Greedy,T6,"(81, 3)",10,17.0
0,Greedy,T7,"(11, 3)",1,20.0
0,Greedy,T8,"(98, 99)",1,11.0
0,Greedy,T9,"(28, 79)",7,23.0
0,Greedy,T10,"(69, 70)",6,26.0
0,Auction,T1,"(9, 0)",9,14.0
0,Auction,T2,"(12, 12)",5,26.0
0,Auction,T3,"(22, 29)",9,30.0
0,Auction,T4,"(31, 62)",1,29.0
0,Auction,T5,"(41, 80)",2,29.0
0,Auction,T6,"(81, 3)",10,17.0
0,Auction,T7,"(11, 3)",1,20.0
0,Auction,T8,"(98, 99)",1,11.0
0,Auction,T9,"(28, 79)",7,23.0
0,Auction,T10,"(69, 70)",6,26.0
0,Q-Learning,T1,"(9, 0)",9,14.0
0,Q-Learning,T2,"(12, 12)",5,26.0
0,Q-Learning,T3,"(22, 29)",9,30.0
0,Q-Learning,T4,"(31, 62)",1,29.0
0,Q-Learning,T5,"(41, 80)",2,29.0
0,Q-Learning,T6,"(81, 3)",10,17.0
0,Q-Learning,T7,"(11, 3)",1,20.0
0,Q-Learning,T8,"(98, 99)",1,11.0
0,Q-Learning,T9,"(28, 79)",7,23.0
0,Q-Learning,T10,"(69, 70)",6,26.0
1,Greedy,T8,"(98, 99)",2,11.0
1,Auction,T7,"(11, 3)",2,20.0
1,Q-Learning,T4,"(31, 62)",2,29.0
1,Q-Learning,T7,"(11, 3)",2,20.0
2,Greedy,T8,"(98, 99)",3,11.0
2,Auction,T7,"(11, 3)",3,20.0
2,Q-Learning,T7,"(11, 3)",3,20.0
3,Greedy,T8,"(98, 99)",4,11.0
3,Auction,T7,"(11, 3)",4,20.0
3,Q-Learning,T7,"(11, 3)",4,20.0
4,Greedy,T8,"(98, 99)",5,11.0
4,Greedy,D2,"(20, 21)",8,29.0
4,Auction,T7,"(11, 3)",5,20.0
4,Auction,D2,"(20, 21)",8,29.0
4,Q-Learning,T7,"(11, 3)",5,20.0
4,Q-Learning,D2,"(20, 21)",8,29.0
5,Greedy,T8,"(98, 99)",6,11.0
5,Greedy,D2,"(20, 21)",9,29.0
5,Greedy,D3,"(83, 92)",8,19.0
5,Auction,T7,"(11, 3)",6,20.0
5,Auction,D2,"(20, 21)",9,29.0
5,Auction,D3,"(83, 92)",8,19.0
5,Q-Learning,T7,"(11, 3)",6,20.0
5,Q-Learning,D2,"(20, 21)",9,29.0
5,Q-Learning,D3,"(83, 92)",8,19.0
6,Greedy,T8,"(98, 99)",7,11.0
6,Greedy,D2,"(20, 21)",10,29.0
6,Greedy,D3,"(83, 92)",9,19.0
6,Auction,T7,"(11, 3)",7,20.0
6,Auction,D2,"(20, 21)",10,29.0
6,Auction,D3,"(83, 92)",9,19.0
6,Q-Learning,T7,"(11, 3)",7,20.0
6,Q-Learning,D2,"(20, 21)",10,29.0
6,Q-Learning,D3,"(83, 92)",9,19.0
7,Greedy,T8,"(98, 99)",8,11.0
7,Greedy,D2,"(20, 21)",11,29.0
7,Greedy,D3,"(83, 92)",10,19.0
7,Auction,T7,"(11, 3)",8,20.0
7,Auction,D2,"(20, 21)",11,29.0
7,Auction,D3,"(83, 92)",10,19.0
7,Q-Learning,T7,"(11, 3)",8,20.0
7,Q-Learning,D2,"(20, 21)",11,29.0
7,Q-Learning,D3,"(83, 92)",10,19.0
8,Greedy,T8,"(98, 99)",9,11.0
8,Greedy,D2,"(20, 21)",12,29.0
8,Greedy,D3,"(83, 92)",11,19.0
8,Auction,T7,"(11, 3)",9,20.0
8,Auction,D2,"(20, 21)",12,29.0
8,Auction,D3,"(83, 92)",11,19.0
8,Q-Learning,T7,"(11, 3)",9,20.0
8,Q-Learning,D2,"(20, 21)",12,29.0
8,Q-Learning,D3,"(83, 92)",11,19.0
9,Greedy,T8,"(98, 99)",10,11.0
9,Greedy,D2,"(20, 21)",13,29.0
9,Greedy,D3,"(83, 92)",12,19.0
9,Auction,T7,"(11, 3)",10,20.0
9,Auction,D2,"(20, 21)",13,29.0
9,Auction,D3,"(83, 92)",12,19.0
9,Q-Learning,T7,"(11, 3)",10,20.0
9,Q-Learning,D2,"(20, 21)",13,29.0
9,Q-Learning,D3,"(83, 92)",12,19.0
10,Greedy,T8,"(98, 99)",11,11.0
10,Greedy,D2,"(20, 21)",14,29.0
10,Greedy,D3,"(83, 92)",13,19.0
10,Auction,T7,"(11, 3)",11,20.0
10,Auction,D2,"(20, 21)",14,29.0
10,Auction,D3,"(83, 92)",13,19.0
10,Q-Learning,T7,"(11, 3)",11,20.0
10,Q-Learning,D2,"(20, 21)",14,29.0
10,Q-Learning,D3,"(83, 92)",13,19.0
11,Greedy,T8,"(98, 99)",12,11.0
11,Greedy,D2,"(20, 21)",15,29.0
11,Greedy,D3,"(83, 92)",14,19.0
11,Greedy,D4,"(65, 55)",10,11.0
11,Auction,T7,"(11, 3)",12,20.0
11,Auction,D2,"(20, 21)",15,29.0
11,Auction,D3,"(83, 92)",14,19.0
11,Auction,D4,"(65, 55)",10,11.0
11,Q-Learning,T7,"(11, 3)",12,20.0
11,Q-Learning,D2,"(20, 21)",15,29.0
11,Q-Learning,D3,"(83, 92)",14,19.0
11,Q-Learning,D4,"(65, 55)",10,11.0
12,Greedy,T8,"(98, 99)",13,11.0
12,Greedy,D2,"(20, 21)",16,29.0
12,Greedy,D3,"(83, 92)",15,19.0
12,Greedy,D4,"(65, 55)",11,11.0
12,Auction,T7,"(11, 3)",13,20.0
12,Auction,D2,"(20, 21)",16,29.0
12,Auction,D3,"(83, 92)",15,19.0
12,Auction,D4,"(65, 55)",11,11.0
12,Q-Learning,T7,"(11, 3)",13,20.0
12,Q-Learning,D2,"(20, 21)",16,29.0
12,Q-Learning,D3,"(83, 92)",15,19.0
12,Q-Learning,D4,"(65, 55)",11,11.0
13,Greedy,T8,"(98, 99)",14,11.0
13,Greedy,D2,"(20, 21)",17,29.0
13,Greedy,D3,"(83, 92)",16,19.0
13,Greedy,D4,"(65, 55)",12,11.0
13,Greedy,D5,"(28, 69)",6,23.0
13,Auction,T7,"(11, 3)",14,20.0
13,Auction,D2,"(20, 21)",17,29.0
13,Auction,D3,"(83, 92)",16,19.0
13,Auction,D4,"(65, 55)",12,11.0
13,Auction,D5,"(28, 69)",6,23.0
13,Q-Learning,T7,"(11, 3)",14,20.0
13,Q-Learning,D2,"(20, 21)",17,29.0
13,Q-Learning,D3,"(83, 92)",16,19.0
13,Q-Learning,D4,"(65, 55)",12,11.0
13,Q-Learning,D5,"(28, 69)",6,23.0
14,Greedy,T8,"(98, 99)",15,11.0
14,Greedy,D2,"(20, 21)",18,29.0
14,Greedy,D3,"(83, 92)",17,19.0
14,Greedy,D4,"(65, 55)",13,11.0
14,Greedy,D5,"(28, 69)",7,23.0
14,Auction,T7,"(11, 3)",15,20.0
14,Auction,D2,"(20, 21)",18,29.0
14,Auction,D3,"(83, 92)",17,19.0
14,Auction,D4,"(65, 55)",13,11.0
14,Auction,D5,"(28, 69)",7,23.0
14,Q-Learning,T7,"(11, 3)",15,20.0
14,Q-Learning,D2,"(20, 21)",18,29.0
14,Q-Learning,D3,"(83, 92)",17,19.0
14,Q-Learning,D4,"(65, 55)",13,11.0
14,Q-Learning,D5,"(28, 69)",7,23.0
15,Greedy,T8,"(98, 99)",16,11.0
15,Greedy,D2,"(20, 21)",19,29.0
15,Greedy,D3,"(83, 92)",18,19.0
15,Greedy,D4,"(65, 55)",14,11.0
15,Greedy,D5,"(28, 69)",8,23.0
15,Greedy,D6,"(62, 49)",3,16.0
15,Auction,T7,"(11, 3)",16,20.0
15,Auction,D2,"(20, 21)",19,29.0
15,Auction,D3,"(83, 92)",18,19.0
15,Auction,D4,"(65, 55)",14,11.0
15,Auction,D5,"(28, 69)",8,23.0
15,Auction,D6,"(62, 49)",3,16.0
15,Q-Learning,T7,"(11, 3)",16,20.0
15,Q-Learning,D2,"(20, 21)",19,29.0
15,Q-Learning,D3,"(83, 92)",18,19.0
15,Q-Learning,D4,"(65, 55)",14,11.0
15,Q-Learning,D5,"(28, 69)",8,23.0
15,Q-Learning,D6,"(62, 49)",3,16.0
16,Greedy,T8,"(98, 99)",17,11.0
16,Greedy,D2,"(20, 21)",20,29.0
16,Greedy,D3,"(83, 92)",19,19.0
16,Greedy,D4,"(65, 55)",15,11.0
16,Greedy,D5,"(28, 69)",9,23.0
16,Greedy,D6,"(62, 49)",4,16.0
16,Greedy,D7,"(6, 71)",7,26.0
16,Auction,T7,"(11, 3)",17,20.0
16,Auction,D2,"(20, 21)",20,29.0
16,Auction,D3,"(83, 92)",19,19.0
16,Auction,D4,"(65, 55)",15,11.0
16,Auction,D5,"(28, 69)",9,23.0
16,Auction,D6,"(62, 49)",4,16.0
16,Auction,D7,"(6, 71)",7,26.0
16,Q-Learning,T7,"(11, 3)",17,20.0
16,Q-Learning,D2,"(20, 21)",20,29.0
16,Q-Learning,D3,"(83, 92)",19,19.0
16,Q-Learning,D4,"(65, 55)",15,11.0
16,Q-Learning,D5,"(28, 69)",9,23.0
16,Q-Learning,D6,"(62, 49)",4,16.0
16,Q-Learning,D7,"(6, 71)",7,26.0
17,Greedy,T8,"(98, 99)",18,11.0
17,Greedy,D3,"(83, 92)",20,19.0
17,Greedy,D4,"(65, 55)",16,11.0
17,Greedy,D5,"(28, 69)",10,23.0
17,Greedy,D6,"(62, 49)",5,16.0
17,Greedy,D7,"(6, 71)",8,26.0
17,Greedy,D8,"(78, 82)",1,12.0
17,Auction,D2,"(20, 21)",21,29.0
17,Auction,D3,"(83, 92)",20,19.0
17,Auction,D4,"(65, 55)",16,11.0
17,Auction,D5,"(28, 69)",10,23.0
17,Auction,D6,"(62, 49)",5,16.0
17,Auction,D7,"(6, 71)",8,26.0
17,Auction,D8,"(78, 82)",1,12.0
17,Q-Learning,T7,"(11, 3)",18,20.0
17,Q-Learning,D2,"(20, 21)",21,29.0
17,Q-Learning,D4,"(65, 55)",16,11.0
17,Q-Learning,D5,"(28, 69)",10,23.0
17,Q-Learning,D6,"(62, 49)",5,16.0
17,Q-Learning,D7,"(6, 71)",8,26.0
17,Q-Learning,D8,"(78, 82)",1,12.0
18,Greedy,T8,"(98, 99)",19,11.0
18,Greedy,D3,"(83, 92)",21,19.0
18,Greedy,D4,"(65, 55)",17,11.0
18,Greedy,D5,"(28, 69)",11,23.0
18,Greedy,D6,"(62, 49)",6,16.0
18,Greedy,D7,"(6, 71)",9,26.0
18,Greedy,D8,"(78, 82)",2,12.0
18,Auction,D2,"(20, 21)",22,29.0
18,Auction,D3,"(83, 92)",21,19.0
18,Auction,D4,"(65, 55)",17,11.0
18,Auction,D5,"(28, 69)",11,23.0
18,Auction,D6,"(62, 49)",6,16.0
18,Auction,D7,"(6, 71)",9,26.0
18,Auction,D8,"(78, 82)",2,12.0
18,Q-Learning,T7,"(11, 3)",19,20.0
18,Q-Learning,D2,"(20, 21)",22,29.0
18,Q-Learning,D4,"(65, 55)",17,11.0
18,Q-Learning,D5,"(28, 69)",11,23.0
18,Q-Learning,D6,"(62, 49)",6,16.0
18,Q-Learning,D7,"(6, 71)",9,26.0
18,Q-Learning,D8,"(78, 82)",2,12.0
19,Greedy,T8,"(98, 99)",20,11.0
19,Greedy,D3,"(83, 92)",22,19.0
19,Greedy,D4,"(65, 55)",18,11.0
19,Greedy,D5,"(28, 69)",12,23.0
19,Greedy,D6,"(62, 49)",7,16.0
19,Greedy,D7,"(6, 71)",10,26.0
19,Greedy,D8,"(78, 82)",3,12.0
19,Auction,D2,"(20, 21)",23,29.0
19,Auction,D3,"(83, 92)",22,19.0
19,Auction,D4,"(65, 55)",18,11.0
19,Auction,D5,"(28, 69)",12,23.0
