time_step,method,vehicle_id,position,battery,busy,remaining_duration,idle_time
0,Greedy,V1,"(73, 41)",50.0,False,0.0,1.0
0,Greedy,V2,"(45, 31)",56.0,False,0.0,1.0
0,Greedy,V3,"(9, 94)",65.0,False,0.0,1.0
0,Greedy,V4,"(91, 11)",87.0,False,0.0,1.0
0,Greedy,V5,"(5, 12)",74.0,False,0.0,1.0
0,Greedy,V6,"(7, 87)",52.0,False,0.0,1.0
0,Greedy,V7,"(78, 23)",83.0,False,0.0,1.0
0,Greedy,V8,"(25, 79)",66.0,False,0.0,1.0
0,Greedy,V9,"(14, 15)",73.0,False,0.0,1.0
0,Greedy,V10,"(51, 99)",85.0,False,0.0,1.0
0,Auction,V1,"(73, 41)",50.0,False,0.0,1.0
0,Auction,V2,"(45, 31)",56.0,False,0.0,1.0
0,Auction,V3,"(9, 94)",65.0,False,0.0,1.0
0,Auction,V4,"(91, 11)",87.0,False,0.0,1.0
0,Auction,V5,"(5, 12)",74.0,False,0.0,1.0
0,Auction,V6,"(7, 87)",52.0,False,0.0,1.0
0,Auction,V7,"(78, 23)",83.0,False,0.0,1.0
0,Auction,V8,"(25, 79)",66.0,False,0.0,1.0
0,Auction,V9,"(14, 15)",73.0,False,0.0,1.0
0,Auction,V10,"(51, 99)",85.0,False,0.0,1.0
0,Q-Learning,V1,"(73, 41)",50.0,False,0.0,1.0
0,Q-Learning,V2,"(45, 31)",56.0,False,0.0,1.0
0,Q-Learning,V3,"(9, 94)",65.0,False,0.0,1.0
0,Q-Learning,V4,"(91, 11)",87.0,False,0.0,1.0
0,Q-Learning,V5,"(5, 12)",74.0,False,0.0,1.0
0,Q-Learning,V6,"(7, 87)",52.0,False,0.0,1.0
0,Q-Learning,V7,"(78, 23)",83.0,False,0.0,1.0
0,Q-Learning,V8,"(25, 79)",66.0,False,0.0,1.0
0,Q-Learning,V9,"(14, 15)",73.0,False,0.0,1.0
0,Q-Learning,V10,"(51, 99)",85.0,False,0.0,1.0
1,Greedy,V1,"(73, 41)",31.76393202250021,True,17.23606797749979,1.0
1,Greedy,V2,"(45, 31)",25.9756061714119,True,29.0243938285881,1.0
1,Greedy,V3,"(9, 94)",44.27113101314434,True,19.728868986855662,1.0
1,Greedy,V4,"(91, 11)",72.125,True,13.875,1.0
1,Greedy,V5,"(5, 12)",40.75875613359003,True,32.24124386640997,1.0
1,Greedy,V6,"(7, 87)",32.0,True,19.0,1.0
1,Greedy,V7,"(78, 23)",64.62598846298224,True,17.37401153701776,1.0
1,Greedy,V8,"(25, 79)",44.68377223398316,True,20.316227766016837,1.0
1,Greedy,V9,"(14, 15)",46.01111797830231,True,25.98888202169769,1.0
1,Greedy,V10,"(51, 99)",52.89181489322108,True,31.10818510677892,1.0
1,Auction,V1,"(83, 46)",31.76393202250021,True,17.23606797749979,1.0
1,Auction,V2,"(54, 33)",25.9756061714119,True,29.0243938285881,1.0
1,Auction,V3,"(14, 91)",44.27113101314434,True,19.728868986855662,1.0
1,Auction,V4,"(97, 42)",70.05308664903826,True,15.946913350961736,1.0
1,Auction,V5,"(30, 57)",49.565231161883126,True,23.434768838116874,1.0
1,Auction,V6,"(7, 69)",32.0,True,19.0,1.0
1,Auction,V7,"(91, 50)",67.00667037449132,True,14.993329625508679,1.0
1,Auction,V8,"(28, 78)",44.68377223398316,True,20.316227766016837,1.0
1,Auction,V9,"(47, 39)",37.839117694758734,True,34.160882305241266,1.0
1,Auction,V10,"(47, 87)",52.89181489322108,True,31.10818510677892,1.0
1,Q-Learning,V1,"(54, 33)",16.87689437438234,True,32.12310562561766,1.0
1,Q-Learning,V2,"(47, 39)",28.083754305418296,True,26.916245694581704,1.0
1,Q-Learning,V3,"(14, 91)",44.27113101314434,True,19.728868986855662,1.0
1,Q-Learning,V4,"(91, 11)",87.0,False,0.0,2.0
1,Q-Learning,V5,"(5, 12)",74.0,False,0.0,2.0
1,Q-Learning,V6,"(7, 87)",52.0,False,0.0,2.0
1,Q-Learning,V7,"(78, 23)",83.0,False,0.0,2.0
1,Q-Learning,V8,"(28, 78)",44.68377223398316,True,20.316227766016837,1.0
1,Q-Learning,V9,"(7, 69)",45.10963728795041,True,26.890362712049587,1.0
1,Q-Learning,V10,"(51, 99)",85.0,False,0.0,2.0
2,Greedy,V1,"(73, 41)",31.76393202250021,True,16.23606797749979,1.0
2,Greedy,V2,"(45, 31)",25.9756061714119,True,28.0243938285881,1.0
2,Greedy,V3,"(9, 94)",44.27113101314434,True,18.728868986855662,1.0
2,Greedy,V4,"(91, 11)",72.125,True,12.875,1.0
