time_step,method,task_id,position,urgency,duration
0,Greedy,T1,"(52, 85)",5,16.0
0,Greedy,T2,"(24, 88)",1,11.0
0,Greedy,T3,"(57, 22)",1,28.0
0,Greedy,T4,"(95, 38)",9,29.0
0,Greedy,T5,"(16, 19)",1,15.0
0,Greedy,T6,"(96, 60)",2,26.0
0,Greedy,T7,"(12, 66)",10,13.0
0,Greedy,T8,"(27, 41)",9,29.0
0,Greedy,T9,"(76, 39)",3,11.0
0,Greedy,T10,"(88, 59)",2,28.0
0,Auction,T1,"(52, 85)",5,16.0
0,Auction,T2,"(24, 88)",1,11.0
0,Auction,T3,"(57, 22)",1,28.0
0,Auction,T4,"(95, 38)",9,29.0
0,Auction,T5,"(16, 19)",1,15.0
0,Auction,T6,"(96, 60)",2,26.0
0,Auction,T7,"(12, 66)",10,13.0
0,Auction,T8,"(27, 41)",9,29.0
0,Auction,T9,"(76, 39)",3,11.0
0,Auction,T10,"(88, 59)",2,28.0
0,Q-Learning,T1,"(52, 85)",5,16.0
0,Q-Learning,T2,"(24, 88)",1,11.0
0,Q-Learning,T3,"(57, 22)",1,28.0
0,Q-Learning,T4,"(95, 38)",9,29.0
0,Q-Learning,T5,"(16, 19)",1,15.0
0,Q-Learning,T6,"(96, 60)",2,26.0
0,Q-Learning,T7,"(12, 66)",10,13.0
0,Q-Learning,T8,"(27, 41)",9,29.0
0,Q-Learning,T9,"(76, 39)",3,11.0
0,Q-Learning,T10,"(88, 59)",2,28.0
2,Greedy,D1,"(49, 57)",8,29.0
2,Auction,D1,"(49, 57)",8,29.0
2,Q-Learning,D1,"(49, 57)",8,29.0
3,Greedy,D1,"(49, 57)",9,29.0
3,Auction,D1,"(49, 57)",9,29.0
3,Q-Learning,D1,"(49, 57)",9,29.0
4,Greedy,D1,"(49, 57)",10,29.0
4,Greedy,D2,"(67, 56)",3,18.0
4,Auction,D1,"(49, 57)",10,29.0
4,Auction,D2,"(67, 56)",3,18.0
4,Q-Learning,D1,"(49, 57)",10,29.0
4,Q-Learning,D2,"(67, 56)",3,18.0
5,Greedy,D1,"(49, 57)",11,29.0
5,Greedy,D2,"(67, 56)",4,18.0
5,Auction,D1,"(49, 57)",11,29.0
5,Auction,D2,"(67, 56)",4,18.0
5,Q-Learning,D1,"(49, 57)",11,29.0
5,Q-Learning,D2,"(67, 56)",4,18.0
6,Greedy,D1,"(49, 57)",12,29.0
6,Greedy,D2,"(67, 56)",5,18.0
6,Auction,D1,"(49, 57)",12,29.0
6,Auction,D2,"(67, 56)",5,18.0
6,Q-Learning,D1,"(49, 57)",12,29.0
6,Q-Learning,D2,"(67, 56)",5,18.0
7,Greedy,D1,"(49, 57)",13,29.0
7,Greedy,D2,"(67, 56)",6,18.0
7,Greedy,D3,"(79, 25)",4,25.0
7,Auction,D1,"(49, 57)",13,29.0
7,Auction,D2,"(67, 56)",6,18.0
7,Auction,D3,"(79, 25)",4,25.0
7,Q-Learning,D1,"(49, 57)",13,29.0
7,Q-Learning,D2,"(67, 56)",6,18.0
7,Q-Learning,D3,"(79, 25)",4,25.0
8,Greedy,D1,"(49, 57)",14,29.0
8,Greedy,D2,"(67, 56)",7,18.0
8,Greedy,D3,"(79, 25)",5,25.0
8,Auction,D1,"(49, 57)",14,29.0
8,Auction,D2,"(67, 56)",7,18.0
8,Auction,D3,"(79, 25)",5,25.0
8,Q-Learning,D1,"(49, 57)",14,29.0
8,Q-Learning,D2,"(67, 56)",7,18.0
8,Q-Learning,D3,"(79, 25)",5,25.0
9,Greedy,D1,"(49, 57)",15,29.0
9,Greedy,D2,"(67, 56)",8,18.0
9,Greedy,D3,"(79, 25)",6,25.0
9,Greedy,D4,"(36, 62)",8,27.0
9,Auction,D1,"(49, 57)",15,29.0
9,Auction,D2,"(67, 56)",8,18.0
9,Auction,D3,"(79, 25)",6,25.0
9,Auction,D4,"(36, 62)",8,27.0
9,Q-Learning,D1,"(49, 57)",15,29.0
9,Q-Learning,D2,"(67, 56)",8,18.0
9,Q-Learning,D3,"(79, 25)",6,25.0
9,Q-Learning,D4,"(36, 62)",8,27.0
10,Greedy,D1,"(49, 57)",16,29.0
10,Greedy,D2,"(67, 56)",9,18.0
10,Greedy,D3,"(79, 25)",7,25.0
10,Greedy,D4,"(36, 62)",9,27.0
10,Auction,D1,"(49, 57)",16,29.0
10,Auction,D2,"(67, 56)",9,18.0
10,Auction,D3,"(79, 25)",7,25.0
10,Auction,D4,"(36, 62)",9,27.0
10,Q-Learning,D1,"(49, 57)",16,29.0
10,Q-Learning,D2,"(67, 56)",9,18.0
10,Q-Learning,D3,"(79, 25)",7,25.0
10,Q-Learning,D4,"(36, 62)",9,27.0
11,Greedy,D1,"(49, 57)",17,29.0
11,Greedy,D2,"(67, 56)",10,18.0
11,Greedy,D3,"(79, 25)",8,25.0
11,Greedy,D4,"(36, 62)",10,27.0
11,Auction,D1,"(49, 57)",17,29.0
11,Auction,D2,"(67, 56)",10,18.0
11,Auction,D3,"(79, 25)",8,25.0
11,Auction,D4,"(36, 62)",10,27.0
11,Q-Learning,D1,"(49, 57)",17,29.0
11,Q-Learning,D2,"(67, 56)",10,18.0
11,Q-Learning,D3,"(79, 25)",8,25.0
11,Q-Learning,D4,"(36, 62)",10,27.0
12,Greedy,D1,"(49, 57)",18,29.0
12,Greedy,D2,"(67, 56)",11,18.0
12,Greedy,D3,"(79, 25)",9,25.0
12,Greedy,D4,"(36, 62)",11,27.0
12,Greedy,D5,"(58, 49)",1,21.0
12,Auction,D1,"(49, 57)",18,29.0
12,Auction,D2,"(67, 56)",11,18.0
12,Auction,D3,"(79, 25)",9,25.0
12,Auction,D4,"(36, 62)",11,27.0
12,Auction,D5,"(58, 49)",1,21.0
12,Q-Learning,D1,"(49, 57)",18,29.0
12,Q-Learning,D2,"(67, 56)",11,18.0
12,Q-Learning,D3,"(79, 25)",9,25.0
12,Q-Learning,D4,"(36, 62)",11,27.0
12,Q-Learning,D5,"(58, 49)",1,21.0
13,Greedy,D1,"(49, 57)",19,29.0
13,Greedy,D2,"(67, 56)",12,18.0
13,Greedy,D3,"(79, 25)",10,25.0
13,Greedy,D4,"(36, 62)",12,27.0
13,Greedy,D5,"(58, 49)",2,21.0
13,Auction,D1,"(49, 57)",19,29.0
13,Auction,D2,"(67, 56)",12,18.0
13,Auction,D4,"(36, 62)",12,27.0
13,Auction,D5,"(58, 49)",2,21.0
13,Q-Learning,D2,"(67, 56)",12,18.0
13,Q-Learning,D3,"(79, 25)",10,25.0
13,Q-Learning,D4,"(36, 62)",12,27.0
13,Q-Learning,D5,"(58, 49)",2,21.0
14,Greedy,D2,"(67, 56)",13,18.0
14,Greedy,D3,"(79, 25)",11,25.0
