time_step,method,task_id,position,urgency,duration
0,Greedy,T1,"(59, 30)",6,20.0
0,Greedy,T2,"(67, 65)",8,15.0
0,Greedy,T3,"(86, 33)",8,27.0
0,Greedy,T4,"(70, 3)",6,20.0
0,Greedy,T5,"(67, 2)",4,29.0
0,Greedy,T6,"(32, 14)",4,30.0
0,Greedy,T7,"(50, 25)",8,30.0
0,Greedy,T8,"(18, 24)",5,30.0
0,Greedy,T9,"(60, 14)",10,21.0
0,Greedy,T10,"(97, 36)",7,30.0
0,Auction,T1,"(59, 30)",6,20.0
0,Auction,T2,"(67, 65)",8,15.0
0,Auction,T3,"(86, 33)",8,27.0
0,Auction,T4,"(70, 3)",6,20.0
0,Auction,T5,"(67, 2)",4,29.0
0,Auction,T6,"(32, 14)",4,30.0
0,Auction,T7,"(50, 25)",8,30.0
0,Auction,T8,"(18, 24)",5,30.0
0,Auction,T9,"(60, 14)",10,21.0
0,Auction,T10,"(97, 36)",7,30.0
0,Q-Learning,T1,"(59, 30)",6,20.0
0,Q-Learning,T2,"(67, 65)",8,15.0
0,Q-Learning,T3,"(86, 33)",8,27.0
0,Q-Learning,T4,"(70, 3)",6,20.0
0,Q-Learning,T5,"(67, 2)",4,29.0
0,Q-Learning,T6,"(32, 14)",4,30.0
0,Q-Learning,T7,"(50, 25)",8,30.0
0,Q-Learning,T8,"(18, 24)",5,30.0
0,Q-Learning,T9,"(60, 14)",10,21.0
0,Q-Learning,T10,"(97, 36)",7,30.0
2,Greedy,D1,"(11, 24)",2,26.0
2,Auction,D1,"(11, 24)",2,26.0
2,Q-Learning,D1,"(11, 24)",2,26.0
3,Greedy,D1,"(11, 24)",3,26.0
3,Greedy,D2,"(69, 5)",6,20.0
3,Auction,D1,"(11, 24)",3,26.0
3,Auction,D2,"(69, 5)",6,20.0
3,Q-Learning,D1,"(11, 24)",3,26.0
3,Q-Learning,D2,"(69, 5)",6,20.0
4,Greedy,D1,"(11, 24)",4,26.0
4,Greedy,D2,"(69, 5)",7,20.0
4,Auction,D1,"(11, 24)",4,26.0
4,Auction,D2,"(69, 5)",7,20.0
4,Q-Learning,D1,"(11, 24)",4,26.0
4,Q-Learning,D2,"(69, 5)",7,20.0
5,Greedy,D1,"(11, 24)",5,26.0
5,Greedy,D2,"(69, 5)",8,20.0
5,Auction,D1,"(11, 24)",5,26.0
5,Auction,D2,"(69, 5)",8,20.0
5,Q-Learning,D1,"(11, 24)",5,26.0
5,Q-Learning,D2,"(69, 5)",8,20.0
6,Greedy,D1,"(11, 24)",6,26.0
6,Greedy,D2,"(69, 5)",9,20.0
6,Auction,D1,"(11, 24)",6,26.0
6,Auction,D2,"(69, 5)",9,20.0
