time_step,method,task_id,position,urgency,duration
0,Greedy,T1,"(74, 1)",2,17.0
0,Greedy,T2,"(32, 84)",9,25.0
0,Greedy,T3,"(0, 33)",7,26.0
0,Greedy,T4,"(21, 37)",9,23.0
0,Greedy,T5,"(18, 67)",10,13.0
0,Greedy,T6,"(27, 79)",5,17.0
0,Greedy,T7,"(73, 88)",10,15.0
0,Greedy,T8,"(55, 50)",4,29.0
0,Greedy,T9,"(89, 21)",2,20.0
0,Greedy,T10,"(95, 87)",10,12.0
0,Auction,T1,"(74, 1)",2,17.0
0,Auction,T2,"(32, 84)",9,25.0
0,Auction,T3,"(0, 33)",7,26.0
0,Auction,T4,"(21, 37)",9,23.0
0,Auction,T5,"(18, 67)",10,13.0
0,Auction,T6,"(27, 79)",5,17.0
0,Auction,T7,"(73, 88)",10,15.0
0,Auction,T8,"(55, 50)",4,29.0
0,Auction,T9,"(89, 21)",2,20.0
0,Auction,T10,"(95, 87)",10,12.0
0,Q-Learning,T1,"(74, 1)",2,17.0
0,Q-Learning,T2,"(32, 84)",9,25.0
0,Q-Learning,T3,"(0, 33)",7,26.0
0,Q-Learning,T4,"(21, 37)",9,23.0
0,Q-Learning,T5,"(18, 67)",10,13.0
0,Q-Learning,T6,"(27, 79)",5,17.0
0,Q-Learning,T7,"(73, 88)",10,15.0
0,Q-Learning,T8,"(55, 50)",4,29.0
0,Q-Learning,T9,"(89, 21)",2,20.0
0,Q-Learning,T10,"(95, 87)",10,12.0
3,Greedy,D1,"(51, 76)",9,16.0
3,Auction,D1,"(51, 76)",9,16.0
3,Q-Learning,D1,"(51, 76)",9,16.0
4,Greedy,D1,"(51, 76)",10,16.0
4,Greedy,D2,"(50, 47)",3,11.0
4,Auction,D1,"(51, 76)",10,16.0
4,Auction,D2,"(50, 47)",3,11.0
4,Q-Learning,D1,"(51, 76)",10,16.0
4,Q-Learning,D2,"(50, 47)",3,11.0
5,Greedy,D1,"(51, 76)",11,16.0
5,Greedy,D2,"(50, 47)",4,11.0
5,Greedy,D3,"(68, 45)",8,11.0
5,Auction,D1,"(51, 76)",11,16.0
5,Auction,D2,"(50, 47)",4,11.0
5,Auction,D3,"(68, 45)",8,11.0
5,Q-Learning,D1,"(51, 76)",11,16.0
5,Q-Learning,D2,"(50, 47)",4,11.0
5,Q-Learning,D3,"(68, 45)",8,11.0
6,Greedy,D1,"(51, 76)",12,16.0
6,Greedy,D2,"(50, 47)",5,11.0
6,Greedy,D3,"(68, 45)",9,11.0
6,Auction,D1,"(51, 76)",12,16.0
6,Auction,D2,"(50, 47)",5,11.0
6,Auction,D3,"(68, 45)",9,11.0
6,Q-Learning,D1,"(51, 76)",12,16.0
6,Q-Learning,D2,"(50, 47)",5,11.0
6,Q-Learning,D3,"(68, 45)",9,11.0
7,Greedy,D1,"(51, 76)",13,16.0
7,Greedy,D2,"(50, 47)",6,11.0
7,Greedy,D3,"(68, 45)",10,11.0
7,Auction,D1,"(51, 76)",13,16.0
7,Auction,D2,"(50, 47)",6,11.0
7,Auction,D3,"(68, 45)",10,11.0
7,Q-Learning,D1,"(51, 76)",13,16.0
7,Q-Learning,D2,"(50, 47)",6,11.0
7,Q-Learning,D3,"(68, 45)",10,11.0
8,Greedy,D1,"(51, 76)",14,16.0
8,Greedy,D2,"(50, 47)",7,11.0
8,Greedy,D3,"(68, 45)",11,11.0
8,Greedy,D4,"(2, 72)",8,25.0
8,Auction,D1,"(51, 76)",14,16.0
8,Auction,D2,"(50, 47)",7,11.0
8,Auction,D3,"(68, 45)",11,11.0
8,Auction,D4,"(2, 72)",8,25.0
8,Q-Learning,D1,"(51, 76)",14,16.0
8,Q-Learning,D2,"(50, 47)",7,11.0
8,Q-Learning,D3,"(68, 45)",11,11.0
8,Q-Learning,D4,"(2, 72)",8,25.0
9,Greedy,D1,"(51, 76)",15,16.0
9,Greedy,D2,"(50, 47)",8,11.0
9,Greedy,D3,"(68, 45)",12,11.0
9,Greedy,D4,"(2, 72)",9,25.0
9,Auction,D1,"(51, 76)",15,16.0
9,Auction,D2,"(50, 47)",8,11.0
9,Auction,D3,"(68, 45)",12,11.0
9,Auction,D4,"(2, 72)",9,25.0
9,Q-Learning,D1,"(51, 76)",15,16.0
9,Q-Learning,D2,"(50, 47)",8,11.0
9,Q-Learning,D3,"(68, 45)",12,11.0
9,Q-Learning,D4,"(2, 72)",9,25.0
10,Greedy,D1,"(51, 76)",16,16.0
10,Greedy,D2,"(50, 47)",9,11.0
10,Greedy,D3,"(68, 45)",13,11.0
10,Greedy,D4,"(2, 72)",10,25.0
10,Auction,D1,"(51, 76)",16,16.0
10,Auction,D2,"(50, 47)",9,11.0
10,Auction,D3,"(68, 45)",13,11.0
10,Auction,D4,"(2, 72)",10,25.0
10,Q-Learning,D1,"(51, 76)",16,16.0
10,Q-Learning,D2,"(50, 47)",9,11.0
10,Q-Learning,D3,"(68, 45)",13,11.0
10,Q-Learning,D4,"(2, 72)",10,25.0
11,Greedy,D1,"(51, 76)",17,16.0
11,Greedy,D2,"(50, 47)",10,11.0
11,Greedy,D3,"(68, 45)",14,11.0
11,Greedy,D4,"(2, 72)",11,25.0
11,Auction,D1,"(51, 76)",17,16.0
