time_step,method,vehicle_id,position,battery,busy,remaining_duration,idle_time
0,Greedy,V1,"(39, 52)",84.0,False,0.0,0.0
0,Greedy,V2,"(99, 17)",99.0,False,0.0,0.0
0,Greedy,V3,"(29, 86)",68.0,False,0.0,0.0
0,Greedy,V4,"(12, 34)",85.0,False,0.0,0.0
0,Greedy,V5,"(23, 72)",61.0,False,0.0,0.0
0,Greedy,V6,"(19, 55)",96.0,False,0.0,0.0
0,Greedy,V7,"(99, 36)",58.0,False,0.0,0.0
0,Greedy,V8,"(16, 98)",83.0,False,0.0,0.0
0,Greedy,V9,"(7, 75)",88.0,False,0.0,0.0
0,Greedy,V10,"(97, 79)",87.0,False,0.0,0.0
0,Auction,V1,"(39, 52)",84.0,False,0.0,0.0
0,Auction,V2,"(99, 17)",99.0,False,0.0,0.0
0,Auction,V3,"(29, 86)",68.0,False,0.0,0.0
0,Auction,V4,"(12, 34)",85.0,False,0.0,0.0
0,Auction,V5,"(23, 72)",61.0,False,0.0,0.0
0,Auction,V6,"(19, 55)",96.0,False,0.0,0.0
0,Auction,V7,"(99, 36)",58.0,False,0.0,0.0
0,Auction,V8,"(16, 98)",83.0,False,0.0,0.0
0,Auction,V9,"(7, 75)",88.0,False,0.0,0.0
0,Auction,V10,"(97, 79)",87.0,False,0.0,0.0
0,Q-Learning,V1,"(39, 52)",84.0,False,0.0,0.0
0,Q-Learning,V2,"(99, 17)",99.0,False,0.0,0.0
0,Q-Learning,V3,"(29, 86)",68.0,False,0.0,0.0
0,Q-Learning,V4,"(12, 34)",85.0,False,0.0,0.0
0,Q-Learning,V5,"(23, 72)",61.0,False,0.0,0.0
0,Q-Learning,V6,"(19, 55)",96.0,False,0.0,0.0
0,Q-Learning,V7,"(99, 36)",58.0,False,0.0,0.0
0,Q-Learning,V8,"(16, 98)",83.0,False,0.0,0.0
0,Q-Learning,V9,"(7, 75)",88.0,False,0.0,0.0
0,Q-Learning,V10,"(97, 79)",87.0,False,0.0,0.0
1,Greedy,V1,"(39, 52)",53.99002487577582,True,30.009975124224177,1.0
1,Greedy,V2,"(99, 17)",65.72448833471361,True,33.27551166528639,1.0
1,Greedy,V3,"(29, 86)",42.251262916254895,True,25.748737083745105,1.0
1,Greedy,V4,"(12, 34)",62.49306090567001,True,22.506939094329987,1.0
1,Greedy,V5,"(23, 72)",38.77008956222336,True,22.22991043777664,1.0
1,Greedy,V6,"(19, 55)",58.75171240910534,True,37.24828759089466,1.0
1,Greedy,V7,"(99, 36)",31.59545689089095,True,26.40454310910905,1.0
1,Greedy,V8,"(16, 98)",59.66402266204126,True,23.335977337958738,1.0
1,Greedy,V9,"(7, 75)",49.44004095763205,True,38.55995904236795,1.0
1,Greedy,V10,"(97, 79)",64.68183386663328,True,22.318166133366717,1.0
1,Auction,V1,"(29, 51)",53.99002487577582,True,30.009975124224177,1.0
1,Auction,V2,"(77, 37)",74.0267862505363,True,24.973213749463703,1.0
1,Auction,V3,"(25, 79)",45.656290375283575,True,22.343709624716425,1.0
1,Auction,V4,"(42, 14)",62.49306090567001,True,22.506939094329987,1.0
1,Auction,V5,"(45, 82)",35.31487867253454,True,25.68512132746546,1.0
1,Auction,V6,"(34, 49)",80.6148351928655,True,15.385164807134505,1.0
1,Auction,V7,"(57, 9)",19.014009813744053,True,38.98599018625595,1.0
1,Auction,V8,"(28, 1)",53.14006116016585,True,29.85993883983415,1.0
1,Auction,V9,"(70, 27)",61.685389615047924,True,26.314610384952076,1.0
1,Auction,V10,"(86, 98)",64.68183386663328,True,22.318166133366717,1.0
1,Q-Learning,V1,"(70, 27)",61.035076899304045,True,22.96492310069595,1.0
1,Q-Learning,V2,"(42, 14)",75.29211072286787,True,23.707889277132132,1.0
1,Q-Learning,V3,"(25, 79)",45.656290375283575,True,22.343709624716425,1.0
1,Q-Learning,V4,"(28, 1)",61.41571979477693,True,23.584280205223063,1.0
1,Q-Learning,V5,"(29, 51)",30.57329670357316,True,30.42670329642684,1.0
1,Q-Learning,V6,"(34, 49)",80.6148351928655,True,15.385164807134505,1.0
1,Q-Learning,V7,"(77, 37)",31.59545689089095,True,26.40454310910905,1.0
1,Q-Learning,V8,"(57, 9)",43.112244956992136,True,39.887755043007864,1.0
1,Q-Learning,V9,"(45, 82)",59.48009168961096,True,28.519908310389045,1.0
1,Q-Learning,V10,"(86, 98)",64.68183386663328,True,22.318166133366717,1.0
2,Greedy,V1,"(39, 52)",53.99002487577582,True,29.009975124224177,1.0
2,Greedy,V2,"(99, 17)",65.72448833471361,True,32.27551166528639,1.0
2,Greedy,V3,"(29, 86)",42.251262916254895,True,24.748737083745105,1.0
2,Greedy,V4,"(12, 34)",62.49306090567001,True,21.506939094329987,1.0
2,Greedy,V5,"(23, 72)",38.77008956222336,True,21.22991043777664,1.0
2,Greedy,V6,"(19, 55)",58.75171240910534,True,36.24828759089466,1.0
2,Greedy,V7,"(99, 36)",31.59545689089095,True,25.40454310910905,1.0
2,Greedy,V8,"(16, 98)",59.66402266204126,True,22.335977337958738,1.0
2,Greedy,V9,"(7, 75)",49.44004095763205,True,37.55995904236795,1.0
2,Greedy,V10,"(97, 79)",64.68183386663328,True,21.318166133366717,1.0
