time_step,method,task_id,position,urgency,duration
0,Greedy,T1,"(93, 65)",2,10.0
0,Greedy,T2,"(2, 26)",8,25.0
0,Greedy,T3,"(22, 78)",10,23.0
0,Greedy,T4,"(56, 69)",7,15.0
0,Greedy,T5,"(1, 72)",8,22.0
0,Greedy,T6,"(25, 96)",8,28.0
0,Greedy,T7,"(46, 55)",3,27.0
0,Greedy,T8,"(77, 23)",10,28.0
0,Greedy,T9,"(73, 2)",3,27.0
0,Greedy,T10,"(15, 76)",10,10.0
0,Auction,T1,"(93, 65)",2,10.0
0,Auction,T2,"(2, 26)",8,25.0
0,Auction,T3,"(22, 78)",10,23.0
0,Auction,T4,"(56, 69)",7,15.0
0,Auction,T5,"(1, 72)",8,22.0
0,Auction,T6,"(25, 96)",8,28.0
0,Auction,T7,"(46, 55)",3,27.0
0,Auction,T8,"(77, 23)",10,28.0
0,Auction,T9,"(73, 2)",3,27.0
0,Auction,T10,"(15, 76)",10,10.0
0,Q-Learning,T1,"(93, 65)",2,10.0
0,Q-Learning,T2,"(2, 26)",8,25.0
0,Q-Learning,T3,"(22, 78)",10,23.0
0,Q-Learning,T4,"(56, 69)",7,15.0
0,Q-Learning,T5,"(1, 72)",8,22.0
0,Q-Learning,T6,"(25, 96)",8,28.0
0,Q-Learning,T7,"(46, 55)",3,27.0
0,Q-Learning,T8,"(77, 23)",10,28.0
0,Q-Learning,T9,"(73, 2)",3,27.0
0,Q-Learning,T10,"(15, 76)",10,10.0
2,Greedy,D1,"(45, 54)",7,25.0
2,Auction,D1,"(45, 54)",7,25.0
2,Q-Learning,D1,"(45, 54)",7,25.0
3,Greedy,D1,"(45, 54)",8,25.0
3,Greedy,D2,"(78, 47)",1,19.0
3,Auction,D1,"(45, 54)",8,25.0
3,Auction,D2,"(78, 47)",1,19.0
3,Q-Learning,D1,"(45, 54)",8,25.0
3,Q-Learning,D2,"(78, 47)",1,19.0
4,Greedy,D1,"(45, 54)",9,25.0
4,Greedy,D2,"(78, 47)",2,19.0
4,Greedy,D3,"(68, 4)",4,20.0
4,Auction,D1,"(45, 54)",9,25.0
4,Auction,D2,"(78, 47)",2,19.0
4,Auction,D3,"(68, 4)",4,20.0
4,Q-Learning,D1,"(45, 54)",9,25.0
4,Q-Learning,D2,"(78, 47)",2,19.0
4,Q-Learning,D3,"(68, 4)",4,20.0
5,Greedy,D1,"(45, 54)",10,25.0
5,Greedy,D2,"(78, 47)",3,19.0
5,Greedy,D3,"(68, 4)",5,20.0
5,Greedy,D4,"(29, 62)",4,23.0
5,Auction,D1,"(45, 54)",10,25.0
5,Auction,D2,"(78, 47)",3,19.0
5,Auction,D3,"(68, 4)",5,20.0
5,Auction,D4,"(29, 62)",4,23.0
5,Q-Learning,D1,"(45, 54)",10,25.0
5,Q-Learning,D2,"(78, 47)",3,19.0
5,Q-Learning,D3,"(68, 4)",5,20.0
5,Q-Learning,D4,"(29, 62)",4,23.0
6,Greedy,D1,"(45, 54)",11,25.0
6,Greedy,D2,"(78, 47)",4,19.0
6,Greedy,D3,"(68, 4)",6,20.0
6,Greedy,D4,"(29, 62)",5,23.0
6,Greedy,D5,"(38, 20)",9,19.0
6,Auction,D1,"(45, 54)",11,25.0
6,Auction,D2,"(78, 47)",4,19.0
6,Auction,D3,"(68, 4)",6,20.0
6,Auction,D4,"(29, 62)",5,23.0
6,Auction,D5,"(38, 20)",9,19.0
6,Q-Learning,D1,"(45, 54)",11,25.0
6,Q-Learning,D2,"(78, 47)",4,19.0
6,Q-Learning,D3,"(68, 4)",6,20.0
6,Q-Learning,D4,"(29, 62)",5,23.0
6,Q-Learning,D5,"(38, 20)",9,19.0
7,Greedy,D1,"(45, 54)",12,25.0
7,Greedy,D2,"(78, 47)",5,19.0
7,Greedy,D3,"(68, 4)",7,20.0
7,Greedy,D4,"(29, 62)",6,23.0
7,Greedy,D5,"(38, 20)",10,19.0
7,Auction,D1,"(45, 54)",12,25.0
7,Auction,D2,"(78, 47)",5,19.0
7,Auction,D3,"(68, 4)",7,20.0
7,Auction,D4,"(29, 62)",6,23.0
7,Auction,D5,"(38, 20)",10,19.0
7,Q-Learning,D1,"(45, 54)",12,25.0
7,Q-Learning,D2,"(78, 47)",5,19.0
7,Q-Learning,D3,"(68, 4)",7,20.0
7,Q-Learning,D4,"(29, 62)",6,23.0
7,Q-Learning,D5,"(38, 20)",10,19.0
8,Greedy,D1,"(45, 54)",13,25.0
8,Greedy,D2,"(78, 47)",6,19.0
8,Greedy,D3,"(68, 4)",8,20.0
8,Greedy,D4,"(29, 62)",7,23.0
8,Greedy,D5,"(38, 20)",11,19.0
8,Auction,D1,"(45, 54)",13,25.0
8,Auction,D2,"(78, 47)",6,19.0
8,Auction,D3,"(68, 4)",8,20.0
8,Auction,D4,"(29, 62)",7,23.0
8,Auction,D5,"(38, 20)",11,19.0
8,Q-Learning,D1,"(45, 54)",13,25.0
8,Q-Learning,D2,"(78, 47)",6,19.0
8,Q-Learning,D3,"(68, 4)",8,20.0
8,Q-Learning,D4,"(29, 62)",7,23.0
8,Q-Learning,D5,"(38, 20)",11,19.0
9,Greedy,D1,"(45, 54)",14,25.0
9,Greedy,D2,"(78, 47)",7,19.0
9,Greedy,D3,"(68, 4)",9,20.0
9,Greedy,D4,"(29, 62)",8,23.0
9,Greedy,D5,"(38, 20)",12,19.0
9,Greedy,D6,"(0, 27)",9,29.0
9,Auction,D1,"(45, 54)",14,25.0
9,Auction,D2,"(78, 47)",7,19.0
9,Auction,D3,"(68, 4)",9,20.0
9,Auction,D4,"(29, 62)",8,23.0
9,Auction,D5,"(38, 20)",12,19.0
9,Auction,D6,"(0, 27)",9,29.0
9,Q-Learning,D1,"(45, 54)",14,25.0
9,Q-Learning,D2,"(78, 47)",7,19.0
9,Q-Learning,D3,"(68, 4)",9,20.0
9,Q-Learning,D4,"(29, 62)",8,23.0
9,Q-Learning,D5,"(38, 20)",12,19.0
9,Q-Learning,D6,"(0, 27)",9,29.0
10,Greedy,D1,"(45, 54)",15,25.0
10,Greedy,D2,"(78, 47)",8,19.0
10,Greedy,D3,"(68, 4)",10,20.0
10,Greedy,D4,"(29, 62)",9,23.0
10,Greedy,D5,"(38, 20)",13,19.0
10,Greedy,D6,"(0, 27)",10,29.0
10,Auction,D1,"(45, 54)",15,25.0
10,Auction,D2,"(78, 47)",8,19.0
10,Auction,D3,"(68, 4)",10,20.0
10,Auction,D4,"(29, 62)",9,23.0
10,Auction,D5,"(38, 20)",13,19.0
10,Auction,D6,"(0, 27)",10,29.0
10,Q-Learning,D1,"(45, 54)",15,25.0
10,Q-Learning,D2,"(78, 47)",8,19.0
10,Q-Learning,D3,"(68, 4)",10,20.0
10,Q-Learning,D4,"(29, 62)",9,23.0
10,Q-Learning,D5,"(38, 20)",13,19.0
10,Q-Learning,D6,"(0, 27)",10,29.0
11,Greedy,D1,"(45, 54)",16,25.0
11,Greedy,D2,"(78, 47)",9,19.0
11,Greedy,D3,"(68, 4)",11,20.0
11,Greedy,D4,"(29, 62)",10,23.0
11,Greedy,D5,"(38, 20)",14,19.0
11,Greedy,D6,"(0, 27)",11,29.0
11,Greedy,D7,"(91, 63)",9,16.0
11,Auction,D1,"(45, 54)",16,25.0
11,Auction,D2,"(78, 47)",9,19.0
11,Auction,D3,"(68, 4)",11,20.0
11,Auction,D4,"(29, 62)",10,23.0
11,Auction,D5,"(38, 20)",14,19.0
11,Auction,D6,"(0, 27)",11,29.0
11,Auction,D7,"(91, 63)",9,16.0
11,Q-Learning,D1,"(45, 54)",16,25.0
11,Q-Learning,D2,"(78, 47)",9,19.0
11,Q-Learning,D3,"(68, 4)",11,20.0
11,Q-Learning,D4,"(29, 62)",10,23.0
11,Q-Learning,D5,"(38, 20)",14,19.0
11,Q-Learning,D6,"(0, 27)",11,29.0
11,Q-Learning,D7,"(91, 63)",9,16.0
12,Greedy,D1,"(45, 54)",17,25.0
12,Greedy,D2,"(78, 47)",10,19.0
12,Greedy,D3,"(68, 4)",12,20.0
12,Greedy,D4,"(29, 62)",11,23.0
12,Greedy,D5,"(38, 20)",15,19.0
12,Greedy,D6,"(0, 27)",12,29.0
12,Greedy,D7,"(91, 63)",10,16.0
12,Greedy,D8,"(37, 90)",8,30.0
12,Auction,D1,"(45, 54)",17,25.0
12,Auction,D2,"(78, 47)",10,19.0
12,Auction,D3,"(68, 4)",12,20.0
12,Auction,D4,"(29, 62)",11,23.0
12,Auction,D5,"(38, 20)",15,19.0
12,Auction,D6,"(0, 27)",12,29.0
12,Auction,D7,"(91, 63)",10,16.0
12,Auction,D8,"(37, 90)",8,30.0
12,Q-Learning,D1,"(45, 54)",17,25.0
12,Q-Learning,D2,"(78, 47)",10,19.0
12,Q-Learning,D3,"(68, 4)",12,20.0
12,Q-Learning,D4,"(29, 62)",11,23.0
12,Q-Learning,D5,"(38, 20)",15,19.0
12,Q-Learning,D6,"(0, 27)",12,29.0
12,Q-Learning,D7,"(91, 63)",10,16.0
12,Q-Learning,D8,"(37, 90)",8,30.0
13,Greedy,D1,"(45, 54)",18,25.0
13,Greedy,D2,"(78, 47)",11,19.0
13,Greedy,D3,"(68, 4)",13,20.0
13,Greedy,D4,"(29, 62)",12,23.0
13,Greedy,D5,"(38, 20)",16,19.0
13,Greedy,D6,"(0, 27)",13,29.0
13,Greedy,D7,"(91, 63)",11,16.0
13,Greedy,D8,"(37, 90)",9,30.0
13,Greedy,D9,"(15, 20)",4,19.0
13,Auction,D1,"(45, 54)",18,25.0
13,Auction,D2,"(78, 47)",11,19.0
13,Auction,D3,"(68, 4)",13,20.0
13,Auction,D4,"(29, 62)",12,23.0
13,Auction,D5,"(38, 20)",16,19.0
13,Auction,D6,"(0, 27)",13,29.0
13,Auction,D7,"(91, 63)",11,16.0
13,Auction,D8,"(37, 90)",9,30.0
13,Auction,D9,"(15, 20)",4,19.0
13,Q-Learning,D2,"(78, 47)",11,19.0
13,Q-Learning,D3,"(68, 4)",13,20.0
13,Q-Learning,D4,"(29, 62)",12,23.0
13,Q-Learning,D5,"(38, 20)",16,19.0
13,Q-Learning,D6,"(0, 27)",13,29.0
13,Q-Learning,D7,"(91, 63)",11,16.0
13,Q-Learning,D8,"(37, 90)",9,30.0
13,Q-Learning,D9,"(15, 20)",4,19.0
14,Greedy,D1,"(45, 54)",19,25.0
14,Greedy,D2,"(78, 47)",12,19.0
14,Greedy,D3,"(68, 4)",14,20.0
14,Greedy,D4,"(29, 62)",13,23.0
14,Greedy,D5,"(38, 20)",17,19.0
14,Greedy,D6,"(0, 27)",14,29.0
14,Greedy,D7,"(91, 63)",12,16.0
14,Greedy,D8,"(37, 90)",10,30.0
14,Greedy,D9,"(15, 20)",5,19.0
14,Auction,D1,"(45, 54)",19,25.0
14,Auction,D2,"(78, 47)",12,19.0
14,Auction,D3,"(68, 4)",14,20.0
14,Auction,D4,"(29, 62)",13,23.0
14,Auction,D5,"(38, 20)",17,19.0
14,Auction,D6,"(0, 27)",14,29.0
14,Auction,D7,"(91, 63)",12,16.0
14,Auction,D8,"(37, 90)",10,30.0
14,Auction,D9,"(15, 20)",5,19.0
14,Q-Learning,D2,"(78, 47)",12,19.0
14,Q-Learning,D3,"(68, 4)",14,20.0
14,Q-Learning,D4,"(29, 62)",13,23.0
14,Q-Learning,D5,"(38, 20)",17,19.0
14,Q-Learning,D6,"(0, 27)",14,29.0
14,Q-Learning,D7,"(91, 63)",12,16.0
14,Q-Learning,D8,"(37, 90)",10,30.0
14,Q-Learning,D9,"(15, 20)",5,19.0
15,Greedy,D1,"(45, 54)",20,25.0
15,Greedy,D2,"(78, 47)",13,19.0
15,Greedy,D3,"(68, 4)",15,20.0
15,Greedy,D4,"(29, 62)",14,23.0
15,Greedy,D5,"(38, 20)",18,19.0
15,Greedy,D6,"(0, 27)",15,29.0
15,Greedy,D7,"(91, 63)",13,16.0
15,Greedy,D8,"(37, 90)",11,30.0
15,Greedy,D9,"(15, 20)",6,19.0
15,Auction,D1,"(45, 54)",20,25.0
15,Auction,D2,"(78, 47)",13,19.0
15,Auction,D3,"(68, 4)",15,20.0
15,Auction,D4,"(29, 62)",14,23.0
15,Auction,D5,"(38, 20)",18,19.0
15,Auction,D6,"(0, 27)",15,29.0
15,Auction,D7,"(91, 63)",13,16.0
15,Auction,D8,"(37, 90)",11,30.0
15,Auction,D9,"(15, 20)",6,19.0
15,Q-Learning,D2,"(78, 47)",13,19.0
15,Q-Learning,D3,"(68, 4)",15,20.0
15,Q-Learning,D4,"(29, 62)",14,23.0
15,Q-Learning,D5,"(38, 20)",18,19.0
15,Q-Learning,D6,"(0, 27)",15,29.0
15,Q-Learning,D8,"(37, 90)",11,30.0
15,Q-Learning,D9,"(15, 20)",6,19.0
16,Greedy,D1,"(45, 54)",21,25.0
16,Greedy,D2,"(78, 47)",14,19.0
16,Greedy,D3,"(68, 4)",16,20.0
16,Greedy,D4,"(29, 62)",15,23.0
16,Greedy,D5,"(38, 20)",19,19.0
16,Greedy,D6,"(0, 27)",16,29.0
16,Greedy,D7,"(91, 63)",14,16.0
16,Greedy,D8,"(37, 90)",12,30.0
16,Greedy,D9,"(15, 20)",7,19.0
16,Greedy,D10,"(19, 60)",7,15.0
16,Auction,D1,"(45, 54)",21,25.0
16,Auction,D2,"(78, 47)",14,19.0
16,Auction,D3,"(68, 4)",16,20.0
16,Auction,D4,"(29, 62)",15,23.0
16,Auction,D5,"(38, 20)",19,19.0
16,Auction,D6,"(0, 27)",16,29.0
16,Auction,D7,"(91, 63)",14,16.0
16,Auction,D8,"(37, 90)",12,30.0
16,Auction,D9,"(15, 20)",7,19.0
16,Auction,D10,"(19, 60)",7,15.0
16,Q-Learning,D2,"(78, 47)",14,19.0
16,Q-Learning,D3,"(68, 4)",16,20.0
16,Q-Learning,D4,"(29, 62)",15,23.0
16,Q-Learning,D5,"(38, 20)",19,19.0
16,Q-Learning,D6,"(0, 27)",16,29.0
16,Q-Learning,D8,"(37, 90)",12,30.0
16,Q-Learning,D9,"(15, 20)",7,19.0
16,Q-Learning,D10,"(19, 60)",7,15.0
17,Greedy,D1,"(45, 54)",22,25.0
17,Greedy,D2,"(78, 47)",15,19.0
17,Greedy,D3,"(68, 4)",17,20.0
17,Greedy,D4,"(29, 62)",16,23.0
17,Greedy,D5,"(38, 20)",20,19.0
17,Greedy,D6,"(0, 27)",17,29.0
17,Greedy,D7,"(91, 63)",15,16.0
17,Greedy,D8,"(37, 90)",13,30.0
17,Greedy,D9,"(15, 20)",8,19.0
17,Greedy,D10,"(19, 60)",8,15.0
17,Auction,D1,"(45, 54)",22,25.0
17,Auction,D2,"(78, 47)",15,19.0
17,Auction,D3,"(68, 4)",17,20.0
17,Auction,D4,"(29, 62)",16,23.0
17,Auction,D5,"(38, 20)",20,19.0
17,Auction,D6,"(0, 27)",17,29.0
17,Auction,D7,"(91, 63)",15,16.0
17,Auction,D8,"(37, 90)",13,30.0
17,Auction,D9,"(15, 20)",8,19.0
17,Auction,D10,"(19, 60)",8,15.0
17,Q-Learning,D2,"(78, 47)",15,19.0
17,Q-Learning,D3,"(68, 4)",17,20.0
17,Q-Learning,D4,"(29, 62)",16,23.0
17,Q-Learning,D5,"(38, 20)",20,19.0
17,Q-Learning,D6,"(0, 27)",17,29.0
17,Q-Learning,D8,"(37, 90)",13,30.0
17,Q-Learning,D9,"(15, 20)",8,19.0
17,Q-Learning,D10,"(19, 60)",8,15.0
18,Greedy,D2,"(78, 47)",16,19.0
18,Greedy,D3,"(68, 4)",18,20.0
18,Greedy,D4,"(29, 62)",17,23.0
18,Greedy,D5,"(38, 20)",21,19.0
18,Greedy,D6,"(0, 27)",18,29.0
18,Greedy,D7,"(91, 63)",16,16.0
18,Greedy,D8,"(37, 90)",14,30.0
18,Greedy,D9,"(15, 20)",9,19.0
18,Greedy,D10,"(19, 60)",9,15.0
18,Auction,D1,"(45, 54)",23,25.0
18,Auction,D2,"(78, 47)",16,19.0
18,Auction,D3,"(68, 4)",18,20.0
18,Auction,D4,"(29, 62)",17,23.0
18,Auction,D5,"(38, 20)",21,19.0
18,Auction,D6,"(0, 27)",18,29.0
18,Auction,D7,"(91, 63)",16,16.0
18,Auction,D8,"(37, 90)",14,30.0
18,Auction,D9,"(15, 20)",9,19.0
18,Auction,D10,"(19, 60)",9,15.0
18,Q-Learning,D2,"(78, 47)",16,19.0
18,Q-Learning,D3,"(68, 4)",18,20.0
18,Q-Learning,D4,"(29, 62)",17,23.0
18,Q-Learning,D5,"(38, 20)",21,19.0
18,Q-Learning,D6,"(0, 27)",18,29.0
18,Q-Learning,D8,"(37, 90)",14,30.0
18,Q-Learning,D9,"(15, 20)",9,19.0
