time_step,method,task_id,position,urgency,duration
0,Greedy,T1,"(66, 45)",1,28.0
0,Greedy,T2,"(81, 41)",10,26.0
0,Greedy,T3,"(95, 93)",8,25.0
0,Greedy,T4,"(19, 87)",10,20.0
0,Greedy,T5,"(53, 84)",3,16.0
0,Greedy,T6,"(16, 76)",1,14.0
0,Greedy,T7,"(10, 63)",1,13.0
0,Greedy,T8,"(88, 16)",7,25.0
0,Greedy,T9,"(92, 52)",6,23.0
0,Greedy,T10,"(47, 71)",7,12.0
0,Auction,T1,"(66, 45)",1,28.0
0,Auction,T2,"(81, 41)",10,26.0
0,Auction,T3,"(95, 93)",8,25.0
0,Auction,T4,"(19, 87)",10,20.0
0,Auction,T5,"(53, 84)",3,16.0
0,Auction,T6,"(16, 76)",1,14.0
0,Auction,T7,"(10, 63)",1,13.0
0,Auction,T8,"(88, 16)",7,25.0
0,Auction,T9,"(92, 52)",6,23.0
0,Auction,T10,"(47, 71)",7,12.0
0,Q-Learning,T1,"(66, 45)",1,28.0
0,Q-Learning,T2,"(81, 41)",10,26.0
0,Q-Learning,T3,"(95, 93)",8,25.0
0,Q-Learning,T4,"(19, 87)",10,20.0
0,Q-Learning,T5,"(53, 84)",3,16.0
0,Q-Learning,T6,"(16, 76)",1,14.0
0,Q-Learning,T7,"(10, 63)",1,13.0
0,Q-Learning,T8,"(88, 16)",7,25.0
0,Q-Learning,T9,"(92, 52)",6,23.0
0,Q-Learning,T10,"(47, 71)",7,12.0
1,Q-Learning,T3,"(95, 93)",9,25.0
1,Q-Learning,T5,"(53, 84)",4,16.0
1,Q-Learning,T6,"(16, 76)",2,14.0
1,Q-Learning,T9,"(92, 52)",7,23.0
1,Q-Learning,T10,"(47, 71)",8,12.0
2,Greedy,E1,"(92, 84)",4,27.0
2,Auction,E1,"(92, 84)",4,27.0
2,Q-Learning,T5,"(53, 84)",5,16.0
2,Q-Learning,T6,"(16, 76)",3,14.0
2,Q-Learning,T9,"(92, 52)",8,23.0
2,Q-Learning,E1,"(92, 84)",4,27.0
3,Greedy,E1,"(92, 84)",5,27.0
3,Greedy,E2,"(93, 85)",4,24.0
3,Auction,E1,"(92, 84)",5,27.0
3,Auction,E2,"(93, 85)",4,24.0
3,Q-Learning,T5,"(53, 84)",6,16.0
3,Q-Learning,T6,"(16, 76)",4,14.0
3,Q-Learning,E1,"(92, 84)",5,27.0
3,Q-Learning,E2,"(93, 85)",4,24.0
4,Greedy,E1,"(92, 84)",6,27.0
4,Greedy,E2,"(93, 85)",5,24.0
4,Greedy,E3,"(43, 30)",10,21.0
4,Auction,E1,"(92, 84)",6,27.0
4,Auction,E2,"(93, 85)",5,24.0
4,Auction,E3,"(43, 30)",10,21.0
4,Q-Learning,T5,"(53, 84)",7,16.0
4,Q-Learning,T6,"(16, 76)",5,14.0
4,Q-Learning,E1,"(92, 84)",6,27.0
