task_id,task_duration,travel_time,engagement_time,normalized_engagement_time,energy_consumed
T9,11.0,0.31943828249996997,11.31943828249997,1.0290398438636337,11.31943828249997
T10,28.0,5.340002340823457,33.34000234082346,1.1907143693151236,33.34000234082346
T3,21.0,2.1633307652783937,23.163330765278396,1.1030157507275427,23.163330765278396
T2,30.0,5.25594901040716,35.25594901040716,1.1751983003469053,35.25594901040716
T8,20.0,0.5,20.5,1.025,20.5
T6,26.0,9.219544457292887,35.21954445729288,1.354597863742034,35.21954445729288
T7,29.0,5.60357029044876,34.60357029044876,1.1932265617396123,34.60357029044876
T4,11.0,3.5311663515712675,14.531166351571267,1.3210151228701152,14.531166351571267
T5,14.0,7.751007998963748,21.751007998963747,1.5536434284974106,21.751007998963747
T1,26.0,7.0,33.0,1.2692307692307692,33.0
D1,23.0,1.1517511068997928,24.15175110689979,1.0500761350825996,24.15175110689979
D2,17.0,7.544108976341314,24.544108976341313,1.4437711162553715,24.544108976341313
D5,23.0,9.848857801796104,32.8488578017961,1.4282112087737435,32.8488578017961
D4,13.0,1.8582585934148133,14.858258593414813,1.1429429687242165,14.858258593414813
D3,23.0,9.433981132056605,32.4339811320566,1.410173092698113,32.4339811320566
D9,28.0,6.020797289396148,34.02079728939615,1.2150284746212912,34.02079728939615
D7,23.0,6.896557112066861,29.896557112066862,1.2998503092202984,29.896557112066862
D14,13.0,5.660388679233963,18.66038867923396,1.4354145137872278,18.66038867923396
D6,27.0,7.0,34.0,1.2592592592592593,34.0
D10,22.0,20.242968600918633,42.24296860091863,1.9201349364053923,42.24296860091863
D11,18.0,9.866455228475433,27.86645522847543,1.5481364015819683,27.86645522847543
D12,19.0,8.800745707040967,27.800745707040967,1.4631971424758403,27.800745707040967
D22,14.0,1.6703662642636565,15.670366264263656,1.1193118760188325,15.670366264263656
D8,30.0,3.9,33.9,1.13,33.9
D21,12.0,6.822830820719744,18.822830820719744,1.5685692350599787,18.822830820719744
D29,10.0,2.0591260281974,12.0591260281974,1.20591260281974,12.0591260281974
D13,15.0,0.9013878188659973,15.901387818865997,1.0600925212577332,15.901387818865997
D40,10.0,1.131370849898476,11.131370849898476,1.1131370849898476,11.131370849898476
