task_id,task_duration,travel_time,engagement_time,normalized_engagement_time,energy_consumed
T4,12.0,0.3535533905932738,12.353553390593273,1.0294627825494393,12.353553390593273
T10,21.0,6.8282501418738315,27.82825014187383,1.3251547686606586,27.82825014187383
T5,15.0,2.596150997149434,17.596150997149433,1.1730767331432956,17.596150997149433
T2,11.0,3.133101742780187,14.133101742780187,1.2848274311618353,14.133101742780187
T7,21.0,4.196559437338057,25.196559437338056,1.1998361636827646,25.196559437338056
T3,28.0,8.044874144447506,36.044874144447505,1.2873169337302681,36.044874144447505
T6,30.0,18.870906472957547,48.87090647295754,1.6290302157652514,48.87090647295754
T8,16.0,2.1505813167606567,18.150581316760658,1.134411332297541,18.150581316760658
T1,17.0,5.608921464952063,22.60892146495206,1.329936556761886,22.60892146495206
T9,15.0,18.68321439153338,33.68321439153338,2.2455476261022254,33.68321439153338
D2,21.0,20.373082731879336,41.373082731879336,1.9701467967561588,41.373082731879336
D3,30.0,8.722478584270712,38.72247858427071,1.290749286142357,38.72247858427071
D4,17.0,8.005623023850173,25.005623023850173,1.4709190014029514,25.005623023850173
D1,18.0,10.278162530335857,28.278162530335855,1.5710090294631032,28.278162530335855
D5,12.0,3.8,15.8,1.3166666666666667,15.8
D9,25.0,14.401003051485299,39.4010030514853,1.5760401220594118,39.4010030514853
D6,22.0,1.25,23.25,1.0568181818181819,23.25
D8,16.0,7.721722605740251,23.72172260574025,1.4826076628587657,23.72172260574025
D11,17.0,4.31740662898458,21.31740662898458,1.2539650958226223,21.31740662898458
D7,27.0,5.303772242470448,32.303772242470444,1.1964360089803867,32.303772242470444
D12,28.0,3.764306044943742,31.76430604494374,1.1344395016051336,31.76430604494374
D16,15.0,1.6298006013006623,16.629800601300662,1.108653373420044,16.629800601300662
D13,22.0,12.041594578792294,34.04159457879229,1.5473452081269223,34.04159457879229
D31,15.0,1.8571428571428572,16.857142857142858,1.1238095238095238,16.857142857142858
D20,12.0,2.765863337187866,14.765863337187866,1.2304886114323221,14.765863337187866
