time_step,method,task_id,position,urgency,duration
0,Greedy,T1,"(2, 65)",10,16.0
0,Greedy,T2,"(71, 94)",6,23.0
0,Greedy,T3,"(80, 68)",4,25.0
0,Greedy,T4,"(98, 78)",10,24.0
0,Greedy,T5,"(58, 28)",1,24.0
0,Greedy,T6,"(38, 92)",2,28.0
0,Greedy,T7,"(75, 70)",10,19.0
0,Greedy,T8,"(96, 60)",1,21.0
0,Greedy,T9,"(74, 99)",7,26.0
0,Greedy,T10,"(32, 91)",9,10.0
0,Auction,T1,"(2, 65)",10,16.0
0,Auction,T2,"(71, 94)",6,23.0
0,Auction,T3,"(80, 68)",4,25.0
0,Auction,T4,"(98, 78)",10,24.0
0,Auction,T5,"(58, 28)",1,24.0
0,Auction,T6,"(38, 92)",2,28.0
0,Auction,T7,"(75, 70)",10,19.0
0,Auction,T8,"(96, 60)",1,21.0
0,Auction,T9,"(74, 99)",7,26.0
0,Auction,T10,"(32, 91)",9,10.0
0,Q-Learning,T1,"(2, 65)",10,16.0
0,Q-Learning,T2,"(71, 94)",6,23.0
0,Q-Learning,T3,"(80, 68)",4,25.0
0,Q-Learning,T4,"(98, 78)",10,24.0
0,Q-Learning,T5,"(58, 28)",1,24.0
0,Q-Learning,T6,"(38, 92)",2,28.0
0,Q-Learning,T7,"(75, 70)",10,19.0
0,Q-Learning,T8,"(96, 60)",1,21.0
0,Q-Learning,T9,"(74, 99)",7,26.0
0,Q-Learning,T10,"(32, 91)",9,10.0
1,Q-Learning,T2,"(71, 94)",7,23.0
1,Q-Learning,T3,"(80, 68)",5,25.0
1,Q-Learning,T4,"(98, 78)",11,24.0
1,Q-Learning,T6,"(38, 92)",3,28.0
1,Q-Learning,T8,"(96, 60)",2,21.0
1,Q-Learning,T9,"(74, 99)",8,26.0
2,Q-Learning,T2,"(71, 94)",8,23.0
2,Q-Learning,T6,"(38, 92)",4,28.0
2,Q-Learning,T8,"(96, 60)",3,21.0
2,Q-Learning,T9,"(74, 99)",9,26.0
3,Greedy,E1,"(87, 68)",1,19.0
3,Auction,E1,"(87, 68)",1,19.0
3,Q-Learning,T2,"(71, 94)",9,23.0
3,Q-Learning,T6,"(38, 92)",5,28.0
3,Q-Learning,T8,"(96, 60)",4,21.0
3,Q-Learning,E1,"(87, 68)",1,19.0
4,Greedy,E1,"(87, 68)",2,19.0
4,Greedy,E2,"(56, 94)",2,28.0
4,Auction,E1,"(87, 68)",2,19.0
4,Auction,E2,"(56, 94)",2,28.0
4,Q-Learning,T6,"(38, 92)",6,28.0
4,Q-Learning,T8,"(96, 60)",5,21.0
4,Q-Learning,E1,"(87, 68)",2,19.0
4,Q-Learning,E2,"(56, 94)",2,28.0
5,Greedy,E1,"(87, 68)",3,19.0
5,Greedy,E2,"(56, 94)",3,28.0
5,Greedy,E3,"(30, 91)",2,18.0
5,Auction,E1,"(87, 68)",3,19.0
5,Auction,E2,"(56, 94)",3,28.0
5,Auction,E3,"(30, 91)",2,18.0
5,Q-Learning,T8,"(96, 60)",6,21.0
5,Q-Learning,E1,"(87, 68)",3,19.0
5,Q-Learning,E2,"(56, 94)",3,28.0
5,Q-Learning,E3,"(30, 91)",2,18.0
6,Greedy,E1,"(87, 68)",4,19.0
6,Greedy,E2,"(56, 94)",4,28.0
6,Greedy,E3,"(30, 91)",3,18.0
6,Auction,E1,"(87, 68)",4,19.0
6,Auction,E2,"(56, 94)",4,28.0
6,Auction,E3,"(30, 91)",3,18.0
6,Q-Learning,E1,"(87, 68)",4,19.0
6,Q-Learning,E2,"(56, 94)",4,28.0
6,Q-Learning,E3,"(30, 91)",3,18.0
7,Greedy,E1,"(87, 68)",5,19.0
7,Greedy,E2,"(56, 94)",5,28.0
7,Greedy,E3,"(30, 91)",4,18.0
7,Greedy,E4,"(86, 21)",4,28.0
7,Auction,E1,"(87, 68)",5,19.0
7,Auction,E2,"(56, 94)",5,28.0
7,Auction,E3,"(30, 91)",4,18.0
7,Auction,E4,"(86, 21)",4,28.0
7,Q-Learning,E1,"(87, 68)",5,19.0
7,Q-Learning,E2,"(56, 94)",5,28.0
7,Q-Learning,E3,"(30, 91)",4,18.0
7,Q-Learning,E4,"(86, 21)",4,28.0
8,Greedy,E1,"(87, 68)",6,19.0
8,Greedy,E2,"(56, 94)",6,28.0
8,Greedy,E3,"(30, 91)",5,18.0
8,Greedy,E4,"(86, 21)",5,28.0
8,Auction,E1,"(87, 68)",6,19.0
8,Auction,E2,"(56, 94)",6,28.0
8,Auction,E3,"(30, 91)",5,18.0
8,Auction,E4,"(86, 21)",5,28.0
8,Q-Learning,E1,"(87, 68)",6,19.0
8,Q-Learning,E2,"(56, 94)",6,28.0
