time_step,method,task_id,position,urgency,duration
0,Greedy,T1,"(97, 97)",8,28.0
0,Greedy,T2,"(28, 36)",7,16.0
0,Greedy,T3,"(86, 25)",1,12.0
0,Greedy,T4,"(54, 89)",1,20.0
0,Greedy,T5,"(9, 21)",6,11.0
0,Greedy,T6,"(1, 42)",5,30.0
0,Greedy,T7,"(97, 58)",5,13.0
0,Greedy,T8,"(69, 3)",8,21.0
0,Greedy,T9,"(34, 94)",2,29.0
0,Greedy,T10,"(30, 92)",9,24.0
0,Auction,T1,"(97, 97)",8,28.0
0,Auction,T2,"(28, 36)",7,16.0
0,Auction,T3,"(86, 25)",1,12.0
0,Auction,T4,"(54, 89)",1,20.0
0,Auction,T5,"(9, 21)",6,11.0
0,Auction,T6,"(1, 42)",5,30.0
0,Auction,T7,"(97, 58)",5,13.0
0,Auction,T8,"(69, 3)",8,21.0
0,Auction,T9,"(34, 94)",2,29.0
0,Auction,T10,"(30, 92)",9,24.0
0,Q-Learning,T1,"(97, 97)",8,28.0
0,Q-Learning,T2,"(28, 36)",7,16.0
0,Q-Learning,T3,"(86, 25)",1,12.0
0,Q-Learning,T4,"(54, 89)",1,20.0
0,Q-Learning,T5,"(9, 21)",6,11.0
0,Q-Learning,T6,"(1, 42)",5,30.0
0,Q-Learning,T7,"(97, 58)",5,13.0
0,Q-Learning,T8,"(69, 3)",8,21.0
0,Q-Learning,T9,"(34, 94)",2,29.0
0,Q-Learning,T10,"(30, 92)",9,24.0
1,Q-Learning,T1,"(97, 97)",9,28.0
1,Q-Learning,T3,"(86, 25)",2,12.0
1,Q-Learning,T4,"(54, 89)",2,20.0
1,Q-Learning,T5,"(9, 21)",7,11.0
1,Q-Learning,T7,"(97, 58)",6,13.0
1,Q-Learning,T8,"(69, 3)",9,21.0
1,Q-Learning,T9,"(34, 94)",3,29.0
2,Greedy,E1,"(48, 15)",9,13.0
2,Auction,E1,"(48, 15)",9,13.0
2,Q-Learning,T3,"(86, 25)",3,12.0
2,Q-Learning,T4,"(54, 89)",3,20.0
2,Q-Learning,T5,"(9, 21)",8,11.0
2,Q-Learning,T7,"(97, 58)",7,13.0
2,Q-Learning,T9,"(34, 94)",4,29.0
2,Q-Learning,E1,"(48, 15)",9,13.0
3,Greedy,E1,"(48, 15)",10,13.0
3,Auction,E1,"(48, 15)",10,13.0
3,Q-Learning,T3,"(86, 25)",4,12.0
3,Q-Learning,T4,"(54, 89)",4,20.0
3,Q-Learning,T5,"(9, 21)",9,11.0
3,Q-Learning,T7,"(97, 58)",8,13.0
3,Q-Learning,T9,"(34, 94)",5,29.0
4,Greedy,E1,"(48, 15)",11,13.0
4,Greedy,E2,"(100, 11)",10,12.0
4,Auction,E1,"(48, 15)",11,13.0
4,Auction,E2,"(100, 11)",10,12.0
4,Q-Learning,T3,"(86, 25)",5,12.0
4,Q-Learning,T4,"(54, 89)",5,20.0
4,Q-Learning,T7,"(97, 58)",9,13.0
4,Q-Learning,T9,"(34, 94)",6,29.0
5,Greedy,E1,"(48, 15)",12,13.0
5,Greedy,E2,"(100, 11)",11,12.0
5,Auction,E1,"(48, 15)",12,13.0
5,Auction,E2,"(100, 11)",11,12.0
5,Q-Learning,T3,"(86, 25)",6,12.0
5,Q-Learning,T4,"(54, 89)",6,20.0
5,Q-Learning,T9,"(34, 94)",7,29.0
6,Greedy,E1,"(48, 15)",13,13.0
6,Greedy,E2,"(100, 11)",12,12.0
6,Auction,E1,"(48, 15)",13,13.0
6,Auction,E2,"(100, 11)",12,12.0
6,Q-Learning,T3,"(86, 25)",7,12.0
6,Q-Learning,T4,"(54, 89)",7,20.0
7,Greedy,E1,"(48, 15)",14,13.0
7,Greedy,E2,"(100, 11)",13,12.0
7,Greedy,E3,"(53, 8)",4,11.0
7,Auction,E1,"(48, 15)",14,13.0
7,Auction,E2,"(100, 11)",13,12.0
7,Auction,E3,"(53, 8)",4,11.0
7,Q-Learning,T3,"(86, 25)",8,12.0
7,Q-Learning,T4,"(54, 89)",8,20.0
7,Q-Learning,E3,"(53, 8)",4,11.0
8,Greedy,E1,"(48, 15)",15,13.0
8,Greedy,E2,"(100, 11)",14,12.0
8,Greedy,E3,"(53, 8)",5,11.0
8,Auction,E1,"(48, 15)",15,13.0
8,Auction,E2,"(100, 11)",14,12.0
8,Auction,E3,"(53, 8)",5,11.0
8,Q-Learning,T3,"(86, 25)",9,12.0
8,Q-Learning,T4,"(54, 89)",9,20.0
8,Q-Learning,E3,"(53, 8)",5,11.0
9,Greedy,E1,"(48, 15)",16,13.0
9,Greedy,E2,"(100, 11)",15,12.0
9,Greedy,E3,"(53, 8)",6,11.0
9,Auction,E1,"(48, 15)",16,13.0
9,Auction,E2,"(100, 11)",15,12.0
9,Auction,E3,"(53, 8)",6,11.0
9,Q-Learning,T3,"(86, 25)",10,12.0
9,Q-Learning,T4,"(54, 89)",10,20.0
9,Q-Learning,E3,"(53, 8)",6,11.0
10,Greedy,E1,"(48, 15)",17,13.0
10,Greedy,E2,"(100, 11)",16,12.0
10,Greedy,E3,"(53, 8)",7,11.0
10,Greedy,E4,"(57, 74)",8,10.0
10,Auction,E1,"(48, 15)",17,13.0
10,Auction,E2,"(100, 11)",16,12.0
10,Auction,E3,"(53, 8)",7,11.0
10,Auction,E4,"(57, 74)",8,10.0
10,Q-Learning,T3,"(86, 25)",11,12.0
10,Q-Learning,T4,"(54, 89)",11,20.0
10,Q-Learning,E3,"(53, 8)",7,11.0
10,Q-Learning,E4,"(57, 74)",8,10.0
11,Greedy,E1,"(48, 15)",18,13.0
11,Greedy,E2,"(100, 11)",17,12.0
11,Greedy,E3,"(53, 8)",8,11.0
11,Greedy,E4,"(57, 74)",9,10.0
11,Auction,E1,"(48, 15)",18,13.0
