total_tasks,tasks_completed,tasks_not_serviced,avg_engagement_time,avg_normalized_engagement,energy_per_unit,throughput,total_idle_time,avg_idle_time
60.172,27.213,32.959,25.526169004888107,1.3827716190569013,1.345310726702032,515.774,295.494,29.5494
60.172,29.325,30.847,23.554766834184335,1.2721120378732735,1.2429180358069238,554.991,299.046,29.9046
60.172,28.288,31.884,24.493128974008062,1.3197483592544577,1.2862073068443487,537.927,296.814,29.6814
