time_step,method,task_id,position,urgency,duration
0,Greedy,T1,"(18, 22)",1,27.0
0,Greedy,T2,"(20, 70)",7,10.0
0,Greedy,T3,"(71, 38)",5,28.0
0,Greedy,T4,"(5, 87)",10,21.0
0,Greedy,T5,"(89, 23)",5,15.0
0,Greedy,T6,"(68, 69)",6,15.0
0,Greedy,T7,"(49, 60)",9,29.0
0,Greedy,T8,"(91, 91)",4,27.0
0,Greedy,T9,"(10, 99)",7,16.0
0,Greedy,T10,"(26, 82)",2,12.0
0,Auction,T1,"(18, 22)",1,27.0
0,Auction,T2,"(20, 70)",7,10.0
0,Auction,T3,"(71, 38)",5,28.0
0,Auction,T4,"(5, 87)",10,21.0
0,Auction,T5,"(89, 23)",5,15.0
0,Auction,T6,"(68, 69)",6,15.0
0,Auction,T7,"(49, 60)",9,29.0
0,Auction,T8,"(91, 91)",4,27.0
0,Auction,T9,"(10, 99)",7,16.0
0,Auction,T10,"(26, 82)",2,12.0
0,Q-Learning,T1,"(18, 22)",1,27.0
0,Q-Learning,T2,"(20, 70)",7,10.0
0,Q-Learning,T3,"(71, 38)",5,28.0
0,Q-Learning,T4,"(5, 87)",10,21.0
0,Q-Learning,T5,"(89, 23)",5,15.0
0,Q-Learning,T6,"(68, 69)",6,15.0
0,Q-Learning,T7,"(49, 60)",9,29.0
0,Q-Learning,T8,"(91, 91)",4,27.0
0,Q-Learning,T9,"(10, 99)",7,16.0
0,Q-Learning,T10,"(26, 82)",2,12.0
1,Greedy,T1,"(18, 22)",2,27.0
1,Auction,T10,"(26, 82)",3,12.0
1,Q-Learning,T10,"(26, 82)",3,12.0
2,Greedy,T1,"(18, 22)",3,27.0
2,Greedy,D2,"(8, 62)",9,26.0
2,Auction,T10,"(26, 82)",4,12.0
2,Auction,D2,"(8, 62)",9,26.0
2,Q-Learning,T10,"(26, 82)",4,12.0
2,Q-Learning,D2,"(8, 62)",9,26.0
3,Greedy,T1,"(18, 22)",4,27.0
3,Greedy,D2,"(8, 62)",10,26.0
3,Auction,T10,"(26, 82)",5,12.0
3,Auction,D2,"(8, 62)",10,26.0
3,Q-Learning,T10,"(26, 82)",5,12.0
3,Q-Learning,D2,"(8, 62)",10,26.0
4,Greedy,T1,"(18, 22)",5,27.0
4,Greedy,D2,"(8, 62)",11,26.0
4,Greedy,D3,"(35, 56)",1,18.0
4,Auction,T10,"(26, 82)",6,12.0
4,Auction,D2,"(8, 62)",11,26.0
4,Auction,D3,"(35, 56)",1,18.0
4,Q-Learning,T10,"(26, 82)",6,12.0
4,Q-Learning,D2,"(8, 62)",11,26.0
4,Q-Learning,D3,"(35, 56)",1,18.0
5,Greedy,T1,"(18, 22)",6,27.0
5,Greedy,D2,"(8, 62)",12,26.0
5,Greedy,D3,"(35, 56)",2,18.0
5,Auction,T10,"(26, 82)",7,12.0
5,Auction,D2,"(8, 62)",12,26.0
5,Auction,D3,"(35, 56)",2,18.0
5,Q-Learning,T10,"(26, 82)",7,12.0
5,Q-Learning,D2,"(8, 62)",12,26.0
5,Q-Learning,D3,"(35, 56)",2,18.0
6,Greedy,T1,"(18, 22)",7,27.0
6,Greedy,D2,"(8, 62)",13,26.0
6,Greedy,D3,"(35, 56)",3,18.0
6,Greedy,D4,"(99, 12)",4,16.0
6,Auction,T10,"(26, 82)",8,12.0
6,Auction,D2,"(8, 62)",13,26.0
6,Auction,D3,"(35, 56)",3,18.0
6,Auction,D4,"(99, 12)",4,16.0
6,Q-Learning,T10,"(26, 82)",8,12.0
6,Q-Learning,D2,"(8, 62)",13,26.0
6,Q-Learning,D3,"(35, 56)",3,18.0
6,Q-Learning,D4,"(99, 12)",4,16.0
7,Greedy,T1,"(18, 22)",8,27.0
7,Greedy,D2,"(8, 62)",14,26.0
7,Greedy,D3,"(35, 56)",4,18.0
7,Greedy,D4,"(99, 12)",5,16.0
7,Greedy,D5,"(57, 72)",7,23.0
7,Auction,T10,"(26, 82)",9,12.0
7,Auction,D2,"(8, 62)",14,26.0
7,Auction,D3,"(35, 56)",4,18.0
7,Auction,D4,"(99, 12)",5,16.0
7,Auction,D5,"(57, 72)",7,23.0
7,Q-Learning,T10,"(26, 82)",9,12.0
7,Q-Learning,D2,"(8, 62)",14,26.0
7,Q-Learning,D3,"(35, 56)",4,18.0
7,Q-Learning,D4,"(99, 12)",5,16.0
7,Q-Learning,D5,"(57, 72)",7,23.0
8,Greedy,T1,"(18, 22)",9,27.0
8,Greedy,D2,"(8, 62)",15,26.0
8,Greedy,D3,"(35, 56)",5,18.0
8,Greedy,D4,"(99, 12)",6,16.0
8,Greedy,D5,"(57, 72)",8,23.0
8,Greedy,D6,"(95, 3)",5,16.0
8,Auction,T10,"(26, 82)",10,12.0
8,Auction,D2,"(8, 62)",15,26.0
8,Auction,D3,"(35, 56)",5,18.0
8,Auction,D4,"(99, 12)",6,16.0
8,Auction,D5,"(57, 72)",8,23.0
8,Auction,D6,"(95, 3)",5,16.0
8,Q-Learning,T10,"(26, 82)",10,12.0
8,Q-Learning,D2,"(8, 62)",15,26.0
8,Q-Learning,D3,"(35, 56)",5,18.0
8,Q-Learning,D4,"(99, 12)",6,16.0
8,Q-Learning,D5,"(57, 72)",8,23.0
8,Q-Learning,D6,"(95, 3)",5,16.0
9,Greedy,T1,"(18, 22)",10,27.0
9,Greedy,D2,"(8, 62)",16,26.0
9,Greedy,D3,"(35, 56)",6,18.0
9,Greedy,D4,"(99, 12)",7,16.0
9,Greedy,D5,"(57, 72)",9,23.0
9,Greedy,D6,"(95, 3)",6,16.0
9,Auction,T10,"(26, 82)",11,12.0
9,Auction,D2,"(8, 62)",16,26.0
9,Auction,D3,"(35, 56)",6,18.0
9,Auction,D4,"(99, 12)",7,16.0
9,Auction,D5,"(57, 72)",9,23.0
9,Auction,D6,"(95, 3)",6,16.0
9,Q-Learning,T10,"(26, 82)",11,12.0
9,Q-Learning,D2,"(8, 62)",16,26.0
9,Q-Learning,D3,"(35, 56)",6,18.0
9,Q-Learning,D4,"(99, 12)",7,16.0
9,Q-Learning,D5,"(57, 72)",9,23.0
9,Q-Learning,D6,"(95, 3)",6,16.0
10,Greedy,T1,"(18, 22)",11,27.0
10,Greedy,D2,"(8, 62)",17,26.0
10,Greedy,D3,"(35, 56)",7,18.0
10,Greedy,D4,"(99, 12)",8,16.0
10,Greedy,D5,"(57, 72)",10,23.0
10,Greedy,D6,"(95, 3)",7,16.0
10,Greedy,D7,"(34, 41)",5,30.0
10,Auction,T10,"(26, 82)",12,12.0
10,Auction,D2,"(8, 62)",17,26.0
10,Auction,D3,"(35, 56)",7,18.0
10,Auction,D4,"(99, 12)",8,16.0
10,Auction,D5,"(57, 72)",10,23.0
10,Auction,D6,"(95, 3)",7,16.0
10,Auction,D7,"(34, 41)",5,30.0
10,Q-Learning,T10,"(26, 82)",12,12.0
10,Q-Learning,D2,"(8, 62)",17,26.0
10,Q-Learning,D3,"(35, 56)",7,18.0
10,Q-Learning,D4,"(99, 12)",8,16.0
10,Q-Learning,D5,"(57, 72)",10,23.0
10,Q-Learning,D6,"(95, 3)",7,16.0
10,Q-Learning,D7,"(34, 41)",5,30.0
11,Greedy,T1,"(18, 22)",12,27.0
11,Greedy,D2,"(8, 62)",18,26.0
11,Greedy,D3,"(35, 56)",8,18.0
11,Greedy,D4,"(99, 12)",9,16.0
11,Greedy,D5,"(57, 72)",11,23.0
11,Greedy,D6,"(95, 3)",8,16.0
11,Greedy,D7,"(34, 41)",6,30.0
11,Greedy,D8,"(36, 8)",2,13.0
11,Auction,T10,"(26, 82)",13,12.0
11,Auction,D2,"(8, 62)",18,26.0
11,Auction,D3,"(35, 56)",8,18.0
11,Auction,D4,"(99, 12)",9,16.0
11,Auction,D5,"(57, 72)",11,23.0
11,Auction,D6,"(95, 3)",8,16.0
11,Auction,D7,"(34, 41)",6,30.0
