time_step,method,vehicle_id,position,battery,busy,remaining_duration,idle_time
0,Greedy,V1,"(39, 60)",76.0,False,0.0,1.0
0,Greedy,V2,"(7, 54)",69.0,False,0.0,1.0
0,Greedy,V3,"(45, 1)",94.0,False,0.0,1.0
0,Greedy,V4,"(56, 56)",81.0,False,0.0,1.0
0,Greedy,V5,"(66, 61)",59.0,False,0.0,1.0
0,Greedy,V6,"(39, 38)",54.0,False,0.0,1.0
0,Greedy,V7,"(20, 85)",94.0,False,0.0,1.0
0,Greedy,V8,"(76, 25)",50.0,False,0.0,1.0
0,Greedy,V9,"(9, 55)",58.0,False,0.0,1.0
0,Greedy,V10,"(50, 67)",58.0,False,0.0,1.0
0,Auction,V1,"(39, 60)",76.0,False,0.0,1.0
0,Auction,V2,"(7, 54)",69.0,False,0.0,1.0
0,Auction,V3,"(45, 1)",94.0,False,0.0,1.0
0,Auction,V4,"(56, 56)",81.0,False,0.0,1.0
0,Auction,V5,"(66, 61)",59.0,False,0.0,1.0
0,Auction,V6,"(39, 38)",54.0,False,0.0,1.0
0,Auction,V7,"(20, 85)",94.0,False,0.0,1.0
0,Auction,V8,"(76, 25)",50.0,False,0.0,1.0
0,Auction,V9,"(9, 55)",58.0,False,0.0,1.0
0,Auction,V10,"(50, 67)",58.0,False,0.0,1.0
0,Q-Learning,V1,"(39, 60)",76.0,False,0.0,1.0
0,Q-Learning,V2,"(7, 54)",69.0,False,0.0,1.0
0,Q-Learning,V3,"(45, 1)",94.0,False,0.0,1.0
0,Q-Learning,V4,"(56, 56)",81.0,False,0.0,1.0
0,Q-Learning,V5,"(66, 61)",59.0,False,0.0,1.0
0,Q-Learning,V6,"(39, 38)",54.0,False,0.0,1.0
0,Q-Learning,V7,"(20, 85)",94.0,False,0.0,1.0
0,Q-Learning,V8,"(76, 25)",50.0,False,0.0,1.0
0,Q-Learning,V9,"(9, 55)",58.0,False,0.0,1.0
0,Q-Learning,V10,"(50, 67)",58.0,False,0.0,1.0
1,Greedy,V1,"(39, 60)",56.57599937578041,True,18.424000624219588,1.0
1,Greedy,V2,"(7, 54)",39.36415542006128,True,28.635844579938723,1.0
1,Greedy,V3,"(45, 1)",62.65835921350013,True,30.341640786499873,1.0
1,Greedy,V4,"(56, 56)",58.0,True,22.0,1.0
1,Greedy,V5,"(66, 61)",38.95847701320271,True,19.041522986797286,1.0
1,Greedy,V6,"(39, 38)",38.73508893593265,True,14.264911064067352,1.0
1,Greedy,V7,"(20, 85)",62.67860195380265,True,30.321398046197352,1.0
1,Greedy,V8,"(76, 25)",28.394448724536012,True,20.605551275463988,1.0
1,Greedy,V9,"(9, 55)",27.242341154388814,True,29.757658845611186,1.0
1,Greedy,V10,"(50, 67)",43.43820210881718,True,13.561797891182817,1.0
