time_step,method,task_id,position,urgency,duration
0,Greedy,T1,"(64, 0)",6,27.0
0,Greedy,T2,"(35, 72)",4,11.0
0,Greedy,T3,"(23, 10)",4,20.0
0,Greedy,T4,"(12, 76)",9,13.0
0,Greedy,T5,"(31, 28)",1,21.0
0,Greedy,T6,"(34, 96)",2,18.0
0,Greedy,T7,"(84, 92)",5,25.0
0,Greedy,T8,"(29, 21)",8,14.0
0,Greedy,T9,"(21, 74)",6,27.0
0,Greedy,T10,"(84, 7)",6,26.0
0,Auction,T1,"(64, 0)",6,27.0
0,Auction,T2,"(35, 72)",4,11.0
0,Auction,T3,"(23, 10)",4,20.0
0,Auction,T4,"(12, 76)",9,13.0
0,Auction,T5,"(31, 28)",1,21.0
0,Auction,T6,"(34, 96)",2,18.0
0,Auction,T7,"(84, 92)",5,25.0
0,Auction,T8,"(29, 21)",8,14.0
0,Auction,T9,"(21, 74)",6,27.0
0,Auction,T10,"(84, 7)",6,26.0
0,Q-Learning,T1,"(64, 0)",6,27.0
0,Q-Learning,T2,"(35, 72)",4,11.0
0,Q-Learning,T3,"(23, 10)",4,20.0
0,Q-Learning,T4,"(12, 76)",9,13.0
0,Q-Learning,T5,"(31, 28)",1,21.0
0,Q-Learning,T6,"(34, 96)",2,18.0
0,Q-Learning,T7,"(84, 92)",5,25.0
0,Q-Learning,T8,"(29, 21)",8,14.0
0,Q-Learning,T9,"(21, 74)",6,27.0
0,Q-Learning,T10,"(84, 7)",6,26.0
1,Greedy,T5,"(31, 28)",2,21.0
1,Auction,T5,"(31, 28)",2,21.0
1,Q-Learning,T6,"(34, 96)",3,18.0
2,Greedy,T5,"(31, 28)",3,21.0
2,Auction,T5,"(31, 28)",3,21.0
2,Q-Learning,T6,"(34, 96)",4,18.0
3,Greedy,T5,"(31, 28)",4,21.0
3,Auction,T5,"(31, 28)",4,21.0
3,Q-Learning,T6,"(34, 96)",5,18.0
4,Greedy,T5,"(31, 28)",5,21.0
4,Auction,T5,"(31, 28)",5,21.0
4,Q-Learning,T6,"(34, 96)",6,18.0
5,Greedy,T5,"(31, 28)",6,21.0
