time_step,method,task_id,position,urgency,duration
0,Greedy,T1,"(80, 96)",6,17.0
0,Greedy,T2,"(52, 93)",7,16.0
0,Greedy,T3,"(68, 89)",4,10.0
0,Greedy,T4,"(12, 83)",3,21.0
0,Greedy,T5,"(68, 33)",6,25.0
0,Greedy,T6,"(23, 72)",5,30.0
0,Greedy,T7,"(43, 88)",9,10.0
0,Greedy,T8,"(1, 62)",2,30.0
0,Greedy,T9,"(24, 13)",9,26.0
0,Greedy,T10,"(10, 23)",5,19.0
0,Auction,T1,"(80, 96)",6,17.0
0,Auction,T2,"(52, 93)",7,16.0
0,Auction,T3,"(68, 89)",4,10.0
0,Auction,T4,"(12, 83)",3,21.0
0,Auction,T5,"(68, 33)",6,25.0
0,Auction,T6,"(23, 72)",5,30.0
0,Auction,T7,"(43, 88)",9,10.0
0,Auction,T8,"(1, 62)",2,30.0
0,Auction,T9,"(24, 13)",9,26.0
0,Auction,T10,"(10, 23)",5,19.0
0,Q-Learning,T1,"(80, 96)",6,17.0
0,Q-Learning,T2,"(52, 93)",7,16.0
0,Q-Learning,T3,"(68, 89)",4,10.0
0,Q-Learning,T4,"(12, 83)",3,21.0
0,Q-Learning,T5,"(68, 33)",6,25.0
0,Q-Learning,T6,"(23, 72)",5,30.0
0,Q-Learning,T7,"(43, 88)",9,10.0
0,Q-Learning,T8,"(1, 62)",2,30.0
0,Q-Learning,T9,"(24, 13)",9,26.0
0,Q-Learning,T10,"(10, 23)",5,19.0
1,Q-Learning,T1,"(80, 96)",7,17.0
1,Q-Learning,T2,"(52, 93)",8,16.0
1,Q-Learning,T3,"(68, 89)",5,10.0
1,Q-Learning,T6,"(23, 72)",6,30.0
1,Q-Learning,T10,"(10, 23)",6,19.0
2,Greedy,E1,"(67, 87)",3,15.0
2,Auction,E1,"(67, 87)",3,15.0
2,Q-Learning,T3,"(68, 89)",6,10.0
2,Q-Learning,T6,"(23, 72)",7,30.0
2,Q-Learning,T10,"(10, 23)",7,19.0
3,Greedy,E1,"(67, 87)",4,15.0
3,Greedy,E2,"(56, 20)",4,10.0
3,Auction,E1,"(67, 87)",4,15.0
3,Auction,E2,"(56, 20)",4,10.0
