time_step,method,task_id,position,urgency,duration
0,Greedy,T1,"(75, 45)",3,15.0
0,Greedy,T2,"(64, 47)",10,17.0
0,Greedy,T3,"(58, 90)",1,21.0
0,Greedy,T4,"(21, 0)",8,17.0
0,Greedy,T5,"(32, 50)",7,25.0
0,Greedy,T6,"(100, 24)",3,25.0
0,Greedy,T7,"(73, 76)",2,13.0
0,Greedy,T8,"(4, 15)",1,26.0
0,Greedy,T9,"(67, 46)",5,13.0
0,Greedy,T10,"(31, 15)",3,19.0
0,Auction,T1,"(75, 45)",3,15.0
0,Auction,T2,"(64, 47)",10,17.0
0,Auction,T3,"(58, 90)",1,21.0
0,Auction,T4,"(21, 0)",8,17.0
0,Auction,T5,"(32, 50)",7,25.0
0,Auction,T6,"(100, 24)",3,25.0
0,Auction,T7,"(73, 76)",2,13.0
0,Auction,T8,"(4, 15)",1,26.0
0,Auction,T9,"(67, 46)",5,13.0
0,Auction,T10,"(31, 15)",3,19.0
0,Q-Learning,T1,"(75, 45)",3,15.0
0,Q-Learning,T2,"(64, 47)",10,17.0
0,Q-Learning,T3,"(58, 90)",1,21.0
0,Q-Learning,T4,"(21, 0)",8,17.0
0,Q-Learning,T5,"(32, 50)",7,25.0
0,Q-Learning,T6,"(100, 24)",3,25.0
0,Q-Learning,T7,"(73, 76)",2,13.0
0,Q-Learning,T8,"(4, 15)",1,26.0
0,Q-Learning,T9,"(67, 46)",5,13.0
0,Q-Learning,T10,"(31, 15)",3,19.0
7,Greedy,D1,"(91, 93)",6,10.0
7,Auction,D1,"(91, 93)",6,10.0
7,Q-Learning,D1,"(91, 93)",6,10.0
8,Greedy,D1,"(91, 93)",7,10.0
8,Auction,D1,"(91, 93)",7,10.0
8,Q-Learning,D1,"(91, 93)",7,10.0
9,Greedy,D1,"(91, 93)",8,10.0
9,Greedy,D2,"(36, 3)",1,12.0
9,Auction,D1,"(91, 93)",8,10.0
9,Auction,D2,"(36, 3)",1,12.0
9,Q-Learning,D1,"(91, 93)",8,10.0
9,Q-Learning,D2,"(36, 3)",1,12.0
