task_id,task_duration,travel_time,engagement_time,normalized_engagement_time,energy_consumed
T10,15.0,1.9876159799998132,16.987615979999813,1.1325077319999874,16.987615979999813
T3,11.0,0.20203050891044216,11.202030508910441,1.0183664099009493,11.202030508910441
T1,30.0,3.54400902933387,33.54400902933387,1.118133634311129,33.54400902933387
T6,23.0,1.2133516482134197,24.21335164821342,1.05275441948754,24.21335164821342
T7,16.0,5.946427498927402,21.946427498927402,1.3716517186829627,21.946427498927402
T5,27.0,7.453255691854618,34.453255691854615,1.2760465071057265,34.453255691854615
T2,30.0,19.308353114649627,49.30835311464963,1.6436117704883209,49.30835311464963
T4,23.0,11.121800413801914,34.121800413801914,1.483556539730518,34.121800413801914
T9,10.0,3.4,13.4,1.34,13.4
T8,15.0,15.306207890917985,30.306207890917985,2.0204138593945324,30.306207890917985
D1,27.0,5.270247641627633,32.270247641627634,1.1951943570973198,32.270247641627634
D2,16.0,7.249827584156743,23.249827584156744,1.4531142240097965,23.249827584156744
D3,27.0,7.737195714912748,34.73719571491275,1.2865628042560278,34.73719571491275
D8,11.0,7.44043009509531,18.44043009509531,1.6764027359177553,18.44043009509531
D4,10.0,14.98147003616282,24.98147003616282,2.498147003616282,24.98147003616282
D5,10.0,9.079647570252934,19.079647570252934,1.9079647570252933,19.079647570252934
D6,18.0,12.201639234135715,30.201639234135715,1.677868846340873,30.201639234135715
D10,23.0,13.748737315760229,36.74873731576023,1.597771187641749,36.74873731576023
D11,16.0,9.001133715441922,25.001133715441924,1.5625708572151202,25.001133715441924
D7,27.0,5.385164807134504,32.3851648071345,1.199450548412389,32.3851648071345
D13,11.0,12.336936410632909,23.33693641063291,2.121539673693901,23.33693641063291
D14,10.0,5.032547129659582,15.032547129659582,1.5032547129659581,15.032547129659582
D9,24.0,13.320660644277371,37.32066064427737,1.5550275268448903,37.32066064427737
D26,10.0,2.0155644370746373,12.015564437074637,1.2015564437074637,12.015564437074637
D15,18.0,3.7333994703136537,21.733399470313653,1.207411081684092,21.733399470313653
D20,13.0,12.006664815842907,25.006664815842907,1.923589601218685,25.006664815842907
D36,10.0,7.033649282003064,17.033649282003065,1.7033649282003065,17.033649282003065
