time_step,method,task_id,position,urgency,duration
0,Greedy,T1,"(80, 79)",2,17.0
0,Greedy,T2,"(34, 75)",9,23.0
0,Greedy,T3,"(58, 25)",9,10.0
0,Greedy,T4,"(68, 94)",2,23.0
0,Greedy,T5,"(32, 13)",8,14.0
0,Greedy,T6,"(57, 39)",1,27.0
0,Greedy,T7,"(54, 20)",3,30.0
0,Greedy,T8,"(99, 29)",3,14.0
0,Greedy,T9,"(20, 6)",9,10.0
0,Greedy,T10,"(24, 7)",9,22.0
0,Auction,T1,"(80, 79)",2,17.0
0,Auction,T2,"(34, 75)",9,23.0
0,Auction,T3,"(58, 25)",9,10.0
0,Auction,T4,"(68, 94)",2,23.0
0,Auction,T5,"(32, 13)",8,14.0
0,Auction,T6,"(57, 39)",1,27.0
0,Auction,T7,"(54, 20)",3,30.0
0,Auction,T8,"(99, 29)",3,14.0
0,Auction,T9,"(20, 6)",9,10.0
0,Auction,T10,"(24, 7)",9,22.0
0,Q-Learning,T1,"(80, 79)",2,17.0
0,Q-Learning,T2,"(34, 75)",9,23.0
0,Q-Learning,T3,"(58, 25)",9,10.0
0,Q-Learning,T4,"(68, 94)",2,23.0
0,Q-Learning,T5,"(32, 13)",8,14.0
0,Q-Learning,T6,"(57, 39)",1,27.0
0,Q-Learning,T7,"(54, 20)",3,30.0
0,Q-Learning,T8,"(99, 29)",3,14.0
0,Q-Learning,T9,"(20, 6)",9,10.0
0,Q-Learning,T10,"(24, 7)",9,22.0
1,Greedy,T6,"(57, 39)",2,27.0
1,Auction,T6,"(57, 39)",2,27.0
1,Q-Learning,T7,"(54, 20)",4,30.0
2,Greedy,T6,"(57, 39)",3,27.0
2,Auction,T6,"(57, 39)",3,27.0
2,Q-Learning,T7,"(54, 20)",5,30.0
3,Greedy,T6,"(57, 39)",4,27.0
3,Auction,T6,"(57, 39)",4,27.0
3,Q-Learning,T7,"(54, 20)",6,30.0
4,Greedy,T6,"(57, 39)",5,27.0
4,Greedy,D2,"(74, 80)",5,10.0
4,Auction,T6,"(57, 39)",5,27.0
4,Auction,D2,"(74, 80)",5,10.0
4,Q-Learning,T7,"(54, 20)",7,30.0
4,Q-Learning,D2,"(74, 80)",5,10.0
5,Greedy,T6,"(57, 39)",6,27.0
5,Greedy,D2,"(74, 80)",6,10.0
5,Auction,T6,"(57, 39)",6,27.0
5,Auction,D2,"(74, 80)",6,10.0
5,Q-Learning,T7,"(54, 20)",8,30.0
5,Q-Learning,D2,"(74, 80)",6,10.0
6,Greedy,T6,"(57, 39)",7,27.0
6,Greedy,D2,"(74, 80)",7,10.0
6,Greedy,D3,"(13, 52)",6,13.0
6,Auction,T6,"(57, 39)",7,27.0
6,Auction,D2,"(74, 80)",7,10.0
6,Auction,D3,"(13, 52)",6,13.0
6,Q-Learning,T7,"(54, 20)",9,30.0
6,Q-Learning,D2,"(74, 80)",7,10.0
6,Q-Learning,D3,"(13, 52)",6,13.0
7,Greedy,T6,"(57, 39)",8,27.0
7,Greedy,D2,"(74, 80)",8,10.0
7,Greedy,D3,"(13, 52)",7,13.0
7,Auction,T6,"(57, 39)",8,27.0
7,Auction,D2,"(74, 80)",8,10.0
7,Auction,D3,"(13, 52)",7,13.0
7,Q-Learning,T7,"(54, 20)",10,30.0
7,Q-Learning,D2,"(74, 80)",8,10.0
7,Q-Learning,D3,"(13, 52)",7,13.0
8,Greedy,T6,"(57, 39)",9,27.0
8,Greedy,D2,"(74, 80)",9,10.0
8,Greedy,D3,"(13, 52)",8,13.0
8,Greedy,D4,"(90, 94)",2,13.0
8,Auction,T6,"(57, 39)",9,27.0
8,Auction,D2,"(74, 80)",9,10.0
8,Auction,D3,"(13, 52)",8,13.0
8,Auction,D4,"(90, 94)",2,13.0
8,Q-Learning,T7,"(54, 20)",11,30.0
8,Q-Learning,D2,"(74, 80)",9,10.0
8,Q-Learning,D3,"(13, 52)",8,13.0
8,Q-Learning,D4,"(90, 94)",2,13.0
9,Greedy,T6,"(57, 39)",10,27.0
9,Greedy,D2,"(74, 80)",10,10.0
9,Greedy,D3,"(13, 52)",9,13.0
9,Greedy,D4,"(90, 94)",3,13.0
9,Greedy,D5,"(59, 18)",1,13.0
9,Auction,T6,"(57, 39)",10,27.0
9,Auction,D2,"(74, 80)",10,10.0
9,Auction,D3,"(13, 52)",9,13.0
9,Auction,D4,"(90, 94)",3,13.0
9,Auction,D5,"(59, 18)",1,13.0
9,Q-Learning,T7,"(54, 20)",12,30.0
9,Q-Learning,D2,"(74, 80)",10,10.0
9,Q-Learning,D3,"(13, 52)",9,13.0
9,Q-Learning,D4,"(90, 94)",3,13.0
9,Q-Learning,D5,"(59, 18)",1,13.0
10,Greedy,T6,"(57, 39)",11,27.0
10,Greedy,D2,"(74, 80)",11,10.0
10,Greedy,D3,"(13, 52)",10,13.0
10,Greedy,D4,"(90, 94)",4,13.0
10,Greedy,D5,"(59, 18)",2,13.0
10,Auction,T6,"(57, 39)",11,27.0
10,Auction,D2,"(74, 80)",11,10.0
10,Auction,D3,"(13, 52)",10,13.0
10,Auction,D4,"(90, 94)",4,13.0
10,Auction,D5,"(59, 18)",2,13.0
10,Q-Learning,T7,"(54, 20)",13,30.0
10,Q-Learning,D2,"(74, 80)",11,10.0
10,Q-Learning,D3,"(13, 52)",10,13.0
10,Q-Learning,D4,"(90, 94)",4,13.0
10,Q-Learning,D5,"(59, 18)",2,13.0
