time_step,method,task_id,position,urgency,duration
0,Greedy,T1,"(100, 0)",2,28.0
0,Greedy,T2,"(47, 21)",2,19.0
0,Greedy,T3,"(10, 37)",1,25.0
0,Greedy,T4,"(59, 20)",10,22.0
0,Greedy,T5,"(39, 11)",8,25.0
0,Greedy,T6,"(8, 37)",1,27.0
0,Greedy,T7,"(22, 66)",6,10.0
0,Greedy,T8,"(15, 37)",1,13.0
0,Greedy,T9,"(72, 31)",1,22.0
0,Greedy,T10,"(100, 98)",4,10.0
0,Auction,T1,"(100, 0)",2,28.0
0,Auction,T2,"(47, 21)",2,19.0
0,Auction,T3,"(10, 37)",1,25.0
0,Auction,T4,"(59, 20)",10,22.0
0,Auction,T5,"(39, 11)",8,25.0
0,Auction,T6,"(8, 37)",1,27.0
0,Auction,T7,"(22, 66)",6,10.0
0,Auction,T8,"(15, 37)",1,13.0
0,Auction,T9,"(72, 31)",1,22.0
0,Auction,T10,"(100, 98)",4,10.0
0,Q-Learning,T1,"(100, 0)",2,28.0
0,Q-Learning,T2,"(47, 21)",2,19.0
0,Q-Learning,T3,"(10, 37)",1,25.0
0,Q-Learning,T4,"(59, 20)",10,22.0
0,Q-Learning,T5,"(39, 11)",8,25.0
0,Q-Learning,T6,"(8, 37)",1,27.0
0,Q-Learning,T7,"(22, 66)",6,10.0
0,Q-Learning,T8,"(15, 37)",1,13.0
0,Q-Learning,T9,"(72, 31)",1,22.0
0,Q-Learning,T10,"(100, 98)",4,10.0
1,Q-Learning,T1,"(100, 0)",3,28.0
1,Q-Learning,T2,"(47, 21)",3,19.0
1,Q-Learning,T3,"(10, 37)",2,25.0
1,Q-Learning,T5,"(39, 11)",9,25.0
1,Q-Learning,T7,"(22, 66)",7,10.0
1,Q-Learning,T8,"(15, 37)",2,13.0
1,Q-Learning,T10,"(100, 98)",5,10.0
2,Q-Learning,T1,"(100, 0)",4,28.0
2,Q-Learning,T2,"(47, 21)",4,19.0
2,Q-Learning,T7,"(22, 66)",8,10.0
2,Q-Learning,T8,"(15, 37)",3,13.0
2,Q-Learning,T10,"(100, 98)",6,10.0
3,Q-Learning,T1,"(100, 0)",5,28.0
3,Q-Learning,T2,"(47, 21)",5,19.0
3,Q-Learning,T8,"(15, 37)",4,13.0
3,Q-Learning,T10,"(100, 98)",7,10.0
4,Greedy,E1,"(33, 15)",10,21.0
4,Auction,E1,"(33, 15)",10,21.0
4,Q-Learning,T1,"(100, 0)",6,28.0
4,Q-Learning,T2,"(47, 21)",6,19.0
4,Q-Learning,T8,"(15, 37)",5,13.0
4,Q-Learning,T10,"(100, 98)",8,10.0
5,Greedy,E1,"(33, 15)",11,21.0
5,Auction,E1,"(33, 15)",11,21.0
5,Q-Learning,T1,"(100, 0)",7,28.0
5,Q-Learning,T2,"(47, 21)",7,19.0
5,Q-Learning,T8,"(15, 37)",6,13.0
6,Greedy,E1,"(33, 15)",12,21.0
6,Auction,E1,"(33, 15)",12,21.0
6,Q-Learning,T1,"(100, 0)",8,28.0
6,Q-Learning,T8,"(15, 37)",7,13.0
7,Greedy,E1,"(33, 15)",13,21.0
7,Auction,E1,"(33, 15)",13,21.0
7,Q-Learning,T1,"(100, 0)",9,28.0
8,Greedy,E1,"(33, 15)",14,21.0
8,Auction,E1,"(33, 15)",14,21.0
8,Q-Learning,T1,"(100, 0)",10,28.0
9,Greedy,E1,"(33, 15)",15,21.0
9,Greedy,E2,"(79, 76)",4,21.0
9,Auction,E1,"(33, 15)",15,21.0
9,Auction,E2,"(79, 76)",4,21.0
9,Q-Learning,T1,"(100, 0)",11,28.0
9,Q-Learning,E2,"(79, 76)",4,21.0
10,Greedy,E1,"(33, 15)",16,21.0
10,Greedy,E2,"(79, 76)",5,21.0
10,Auction,E1,"(33, 15)",16,21.0
10,Auction,E2,"(79, 76)",5,21.0
10,Q-Learning,T1,"(100, 0)",12,28.0
10,Q-Learning,E2,"(79, 76)",5,21.0
11,Greedy,E1,"(33, 15)",17,21.0
11,Greedy,E2,"(79, 76)",6,21.0
11,Auction,E1,"(33, 15)",17,21.0
11,Auction,E2,"(79, 76)",6,21.0
11,Q-Learning,T1,"(100, 0)",13,28.0
11,Q-Learning,E2,"(79, 76)",6,21.0
12,Greedy,E1,"(33, 15)",18,21.0
12,Greedy,E2,"(79, 76)",7,21.0
12,Auction,E1,"(33, 15)",18,21.0
12,Auction,E2,"(79, 76)",7,21.0
12,Q-Learning,T1,"(100, 0)",14,28.0
12,Q-Learning,E2,"(79, 76)",7,21.0
13,Greedy,E2,"(79, 76)",8,21.0
13,Q-Learning,T1,"(100, 0)",15,28.0
13,Q-Learning,E2,"(79, 76)",8,21.0
14,Greedy,E2,"(79, 76)",9,21.0
14,Greedy,E3,"(5, 98)",8,20.0
14,Auction,E3,"(5, 98)",8,20.0
14,Q-Learning,T1,"(100, 0)",16,28.0
14,Q-Learning,E2,"(79, 76)",9,21.0
14,Q-Learning,E3,"(5, 98)",8,20.0
15,Greedy,E2,"(79, 76)",10,21.0
15,Greedy,E3,"(5, 98)",9,20.0
15,Auction,E3,"(5, 98)",9,20.0
15,Q-Learning,T1,"(100, 0)",17,28.0
15,Q-Learning,E2,"(79, 76)",10,21.0
15,Q-Learning,E3,"(5, 98)",9,20.0
16,Greedy,E2,"(79, 76)",11,21.0
16,Greedy,E3,"(5, 98)",10,20.0
16,Greedy,E4,"(49, 30)",6,11.0
16,Auction,E3,"(5, 98)",10,20.0
16,Auction,E4,"(49, 30)",6,11.0
16,Q-Learning,T1,"(100, 0)",18,28.0
16,Q-Learning,E2,"(79, 76)",11,21.0
16,Q-Learning,E3,"(5, 98)",10,20.0
16,Q-Learning,E4,"(49, 30)",6,11.0
17,Greedy,E3,"(5, 98)",11,20.0
17,Greedy,E4,"(49, 30)",7,11.0
17,Auction,E3,"(5, 98)",11,20.0
17,Auction,E4,"(49, 30)",7,11.0
17,Q-Learning,E2,"(79, 76)",12,21.0
17,Q-Learning,E3,"(5, 98)",11,20.0
17,Q-Learning,E4,"(49, 30)",7,11.0
18,Greedy,E3,"(5, 98)",12,20.0
18,Greedy,E4,"(49, 30)",8,11.0
18,Greedy,E5,"(88, 31)",4,23.0
18,Auction,E3,"(5, 98)",12,20.0
18,Auction,E4,"(49, 30)",8,11.0
18,Auction,E5,"(88, 31)",4,23.0
18,Q-Learning,E2,"(79, 76)",13,21.0
18,Q-Learning,E3,"(5, 98)",12,20.0
18,Q-Learning,E4,"(49, 30)",8,11.0
