time_step,method,vehicle_id,position,battery,busy,remaining_duration,idle_time
0,Greedy,V1,"(15, 50)",96.0,False,0.0,1.0
0,Greedy,V2,"(2, 72)",99.0,False,0.0,1.0
0,Greedy,V3,"(82, 33)",71.0,False,0.0,1.0
0,Greedy,V4,"(59, 46)",60.0,False,0.0,1.0
0,Greedy,V5,"(94, 31)",68.0,False,0.0,1.0
0,Greedy,V6,"(27, 82)",68.0,False,0.0,1.0
0,Greedy,V7,"(98, 60)",100.0,False,0.0,1.0
0,Greedy,V8,"(12, 25)",89.0,False,0.0,1.0
0,Greedy,V9,"(28, 81)",81.0,False,0.0,1.0
0,Greedy,V10,"(57, 9)",90.0,False,0.0,1.0
0,Auction,V1,"(15, 50)",96.0,False,0.0,1.0
0,Auction,V2,"(2, 72)",99.0,False,0.0,1.0
0,Auction,V3,"(82, 33)",71.0,False,0.0,1.0
0,Auction,V4,"(59, 46)",60.0,False,0.0,1.0
0,Auction,V5,"(94, 31)",68.0,False,0.0,1.0
0,Auction,V6,"(27, 82)",68.0,False,0.0,1.0
0,Auction,V7,"(98, 60)",100.0,False,0.0,1.0
0,Auction,V8,"(12, 25)",89.0,False,0.0,1.0
0,Auction,V9,"(28, 81)",81.0,False,0.0,1.0
0,Auction,V10,"(57, 9)",90.0,False,0.0,1.0
0,Q-Learning,V1,"(15, 50)",96.0,False,0.0,1.0
0,Q-Learning,V2,"(2, 72)",99.0,False,0.0,1.0
0,Q-Learning,V3,"(82, 33)",71.0,False,0.0,1.0
0,Q-Learning,V4,"(59, 46)",60.0,False,0.0,1.0
0,Q-Learning,V5,"(94, 31)",68.0,False,0.0,1.0
0,Q-Learning,V6,"(27, 82)",68.0,False,0.0,1.0
0,Q-Learning,V7,"(98, 60)",100.0,False,0.0,1.0
0,Q-Learning,V8,"(12, 25)",89.0,False,0.0,1.0
0,Q-Learning,V9,"(28, 81)",81.0,False,0.0,1.0
0,Q-Learning,V10,"(57, 9)",90.0,False,0.0,1.0
1,Greedy,V1,"(15, 50)",80.73609724034404,True,14.263902759655961,1.0
1,Greedy,V2,"(2, 72)",71.16666666666667,True,26.833333333333332,1.0
1,Greedy,V3,"(82, 33)",51.60195508643278,True,18.398044913567215,1.0
1,Greedy,V4,"(59, 46)",45.35784320457658,True,13.642156795423418,1.0
1,Greedy,V5,"(94, 31)",48.16666666666667,True,18.833333333333332,1.0
1,Greedy,V6,"(27, 82)",32.37029665038699,True,34.62970334961301,1.0
1,Greedy,V7,"(98, 60)",87.36312211128387,True,11.636877888716123,1.0
1,Greedy,V8,"(12, 25)",63.85801594712702,True,24.141984052872978,1.0
1,Greedy,V9,"(28, 81)",50.72799812734124,True,29.272001872658766,1.0
1,Greedy,V10,"(57, 9)",62.64589803375031,True,26.354101966249686,1.0
1,Auction,V1,"(11, 32)",72.36584444077346,True,22.63415555922654,1.0
1,Auction,V2,"(90, 52)",59.9593144364287,True,38.0406855635713,1.0
1,Auction,V3,"(87, 78)",53.453845718218815,True,16.54615428178118,1.0
1,Auction,V4,"(37, 31)",36.196135155515904,True,22.8038648444841,1.0
1,Auction,V5,"(94, 20)",48.16666666666667,True,18.833333333333332,1.0
1,Auction,V6,"(34, 51)",51.7032504726431,True,15.296749527356901,1.0
1,Auction,V7,"(87, 65)",84.48961925330067,True,14.510380746699322,1.0
1,Auction,V8,"(6, 29)",75.55777948981441,True,12.442220510185596,1.0
1,Auction,V9,"(69, 93)",50.72799812734124,True,29.272001872658766,1.0
1,Auction,V10,"(45, 3)",62.64589803375031,True,26.354101966249686,1.0
1,Q-Learning,V1,"(15, 50)",96.0,False,0.0,2.0
1,Q-Learning,V2,"(2, 72)",99.0,False,0.0,2.0
1,Q-Learning,V3,"(82, 33)",71.0,False,0.0,2.0
1,Q-Learning,V4,"(90, 52)",31.489241884615158,True,27.510758115384842,1.0
1,Q-Learning,V5,"(94, 31)",68.0,False,0.0,2.0
1,Q-Learning,V6,"(69, 93)",34.763902217969196,True,32.236097782030804,1.0
1,Q-Learning,V7,"(98, 60)",100.0,False,0.0,2.0
1,Q-Learning,V8,"(11, 32)",66.58578643762691,True,21.414213562373096,1.0
1,Q-Learning,V9,"(28, 81)",81.0,False,0.0,2.0
1,Q-Learning,V10,"(37, 31)",62.566965626340746,True,26.433034373659254,1.0
2,Greedy,V1,"(15, 50)",80.73609724034404,True,13.263902759655961,1.0
2,Greedy,V2,"(2, 72)",71.16666666666667,True,25.833333333333332,1.0
2,Greedy,V3,"(82, 33)",51.60195508643278,True,17.398044913567215,1.0
2,Greedy,V4,"(59, 46)",45.35784320457658,True,12.642156795423418,1.0
2,Greedy,V5,"(94, 31)",48.16666666666667,True,17.833333333333332,1.0
2,Greedy,V6,"(27, 82)",32.37029665038699,True,33.62970334961301,1.0
2,Greedy,V7,"(98, 60)",87.36312211128387,True,10.636877888716123,1.0
2,Greedy,V8,"(12, 25)",63.85801594712702,True,23.141984052872978,1.0
2,Greedy,V9,"(28, 81)",50.72799812734124,True,28.272001872658766,1.0
2,Greedy,V10,"(57, 9)",62.64589803375031,True,25.354101966249686,1.0
2,Auction,V1,"(11, 32)",72.36584444077346,True,21.63415555922654,1.0
2,Auction,V2,"(90, 52)",59.9593144364287,True,37.0406855635713,1.0
2,Auction,V3,"(87, 78)",53.453845718218815,True,15.546154281781181,1.0
2,Auction,V4,"(37, 31)",36.196135155515904,True,21.8038648444841,1.0
2,Auction,V5,"(94, 20)",48.16666666666667,True,17.833333333333332,1.0
2,Auction,V6,"(34, 51)",51.7032504726431,True,14.296749527356901,1.0
2,Auction,V7,"(87, 65)",84.48961925330067,True,13.510380746699322,1.0
2,Auction,V8,"(6, 29)",75.55777948981441,True,11.442220510185596,1.0
2,Auction,V9,"(69, 93)",50.72799812734124,True,28.272001872658766,1.0
2,Auction,V10,"(45, 3)",62.64589803375031,True,25.354101966249686,1.0
2,Q-Learning,V1,"(34, 51)",82.28195748707994,True,12.718042512920064,2.0
2,Q-Learning,V2,"(6, 29)",79.80239237277027,True,18.19760762722973,2.0
2,Q-Learning,V3,"(82, 33)",71.0,False,0.0,3.0
2,Q-Learning,V4,"(90, 52)",31.489241884615158,True,26.510758115384842,1.0
2,Q-Learning,V5,"(94, 20)",48.16666666666667,True,18.833333333333332,2.0
2,Q-Learning,V6,"(69, 93)",34.763902217969196,True,31.236097782030804,1.0
2,Q-Learning,V7,"(87, 78)",87.36312211128387,True,11.636877888716123,2.0
2,Q-Learning,V8,"(11, 32)",66.58578643762691,True,20.414213562373096,1.0
2,Q-Learning,V9,"(28, 81)",81.0,False,0.0,3.0
2,Q-Learning,V10,"(37, 31)",62.566965626340746,True,25.433034373659254,1.0
3,Greedy,V1,"(15, 50)",80.73609724034404,True,12.263902759655961,1.0
3,Greedy,V2,"(2, 72)",71.16666666666667,True,24.833333333333332,1.0
3,Greedy,V3,"(82, 33)",51.60195508643278,True,16.398044913567215,1.0
3,Greedy,V4,"(59, 46)",45.35784320457658,True,11.642156795423418,1.0
3,Greedy,V5,"(94, 31)",48.16666666666667,True,16.833333333333332,1.0
3,Greedy,V6,"(27, 82)",32.37029665038699,True,32.62970334961301,1.0
