time_step,method,task_id,position,urgency,duration
0,Greedy,T1,"(81, 45)",2,14.0
0,Greedy,T2,"(90, 91)",1,24.0
0,Greedy,T3,"(74, 13)",10,23.0
0,Greedy,T4,"(33, 84)",10,29.0
0,Greedy,T5,"(43, 87)",4,30.0
0,Greedy,T6,"(68, 49)",7,25.0
0,Greedy,T7,"(33, 33)",9,29.0
0,Greedy,T8,"(55, 58)",4,15.0
0,Greedy,T9,"(83, 73)",8,30.0
0,Greedy,T10,"(23, 95)",5,11.0
0,Auction,T1,"(81, 45)",2,14.0
0,Auction,T2,"(90, 91)",1,24.0
0,Auction,T3,"(74, 13)",10,23.0
0,Auction,T4,"(33, 84)",10,29.0
0,Auction,T5,"(43, 87)",4,30.0
0,Auction,T6,"(68, 49)",7,25.0
0,Auction,T7,"(33, 33)",9,29.0
0,Auction,T8,"(55, 58)",4,15.0
0,Auction,T9,"(83, 73)",8,30.0
0,Auction,T10,"(23, 95)",5,11.0
0,Q-Learning,T1,"(81, 45)",2,14.0
0,Q-Learning,T2,"(90, 91)",1,24.0
0,Q-Learning,T3,"(74, 13)",10,23.0
0,Q-Learning,T4,"(33, 84)",10,29.0
0,Q-Learning,T5,"(43, 87)",4,30.0
0,Q-Learning,T6,"(68, 49)",7,25.0
0,Q-Learning,T7,"(33, 33)",9,29.0
0,Q-Learning,T8,"(55, 58)",4,15.0
0,Q-Learning,T9,"(83, 73)",8,30.0
0,Q-Learning,T10,"(23, 95)",5,11.0
1,Greedy,T2,"(90, 91)",2,24.0
1,Auction,T1,"(81, 45)",3,14.0
1,Q-Learning,T1,"(81, 45)",3,14.0
1,Q-Learning,T2,"(90, 91)",2,24.0
1,Q-Learning,D1,"(72, 28)",8,13.0
2,Greedy,T2,"(90, 91)",3,24.0
2,Auction,T1,"(81, 45)",4,14.0
2,Q-Learning,T1,"(81, 45)",4,14.0
3,Greedy,T2,"(90, 91)",4,24.0
3,Greedy,D2,"(20, 18)",4,10.0
3,Auction,T1,"(81, 45)",5,14.0
3,Auction,D2,"(20, 18)",4,10.0
3,Q-Learning,T1,"(81, 45)",5,14.0
3,Q-Learning,D2,"(20, 18)",4,10.0
4,Greedy,T2,"(90, 91)",5,24.0
4,Greedy,D2,"(20, 18)",5,10.0
4,Greedy,D3,"(92, 56)",1,30.0
4,Auction,T1,"(81, 45)",6,14.0
4,Auction,D2,"(20, 18)",5,10.0
4,Auction,D3,"(92, 56)",1,30.0
4,Q-Learning,T1,"(81, 45)",6,14.0
4,Q-Learning,D2,"(20, 18)",5,10.0
4,Q-Learning,D3,"(92, 56)",1,30.0
5,Greedy,T2,"(90, 91)",6,24.0
5,Greedy,D2,"(20, 18)",6,10.0
5,Greedy,D3,"(92, 56)",2,30.0
5,Greedy,D4,"(3, 23)",1,28.0
5,Auction,T1,"(81, 45)",7,14.0
5,Auction,D2,"(20, 18)",6,10.0
5,Auction,D3,"(92, 56)",2,30.0
5,Auction,D4,"(3, 23)",1,28.0
5,Q-Learning,T1,"(81, 45)",7,14.0
5,Q-Learning,D2,"(20, 18)",6,10.0
5,Q-Learning,D3,"(92, 56)",2,30.0
5,Q-Learning,D4,"(3, 23)",1,28.0
6,Greedy,T2,"(90, 91)",7,24.0
6,Greedy,D2,"(20, 18)",7,10.0
6,Greedy,D3,"(92, 56)",3,30.0
6,Greedy,D4,"(3, 23)",2,28.0
6,Auction,T1,"(81, 45)",8,14.0
6,Auction,D2,"(20, 18)",7,10.0
6,Auction,D3,"(92, 56)",3,30.0
6,Auction,D4,"(3, 23)",2,28.0
6,Q-Learning,T1,"(81, 45)",8,14.0
6,Q-Learning,D2,"(20, 18)",7,10.0
6,Q-Learning,D3,"(92, 56)",3,30.0
6,Q-Learning,D4,"(3, 23)",2,28.0
7,Greedy,T2,"(90, 91)",8,24.0
7,Greedy,D2,"(20, 18)",8,10.0
7,Greedy,D3,"(92, 56)",4,30.0
7,Greedy,D4,"(3, 23)",3,28.0
7,Greedy,D5,"(98, 20)",1,29.0
7,Auction,T1,"(81, 45)",9,14.0
7,Auction,D2,"(20, 18)",8,10.0
7,Auction,D3,"(92, 56)",4,30.0
7,Auction,D4,"(3, 23)",3,28.0
7,Auction,D5,"(98, 20)",1,29.0
7,Q-Learning,T1,"(81, 45)",9,14.0
7,Q-Learning,D2,"(20, 18)",8,10.0
7,Q-Learning,D3,"(92, 56)",4,30.0
7,Q-Learning,D4,"(3, 23)",3,28.0
7,Q-Learning,D5,"(98, 20)",1,29.0
8,Greedy,T2,"(90, 91)",9,24.0
8,Greedy,D2,"(20, 18)",9,10.0
8,Greedy,D3,"(92, 56)",5,30.0
8,Greedy,D4,"(3, 23)",4,28.0
8,Greedy,D5,"(98, 20)",2,29.0
8,Greedy,D6,"(8, 31)",9,15.0
8,Auction,T1,"(81, 45)",10,14.0
8,Auction,D2,"(20, 18)",9,10.0
8,Auction,D3,"(92, 56)",5,30.0
8,Auction,D4,"(3, 23)",4,28.0
8,Auction,D5,"(98, 20)",2,29.0
8,Auction,D6,"(8, 31)",9,15.0
8,Q-Learning,T1,"(81, 45)",10,14.0
8,Q-Learning,D2,"(20, 18)",9,10.0
8,Q-Learning,D3,"(92, 56)",5,30.0
8,Q-Learning,D4,"(3, 23)",4,28.0
8,Q-Learning,D5,"(98, 20)",2,29.0
8,Q-Learning,D6,"(8, 31)",9,15.0
